,kmatplot.csv,firebird.csv,popeye-chess.csv,cities3d.csv,mscore.csv,openmalaria.csv,riff-evolve.csv
cities3d.csv,0.59,0.83,0.94,0.36,0.6,0.95,0.69
firebird.csv,0.92,0.53,0.44,0.56,0.58,0.54,0.49
kmatplot.csv,0.34,0.98,1.0,0.59,0.65,0.7,0.74
mscore.csv,0.64,0.54,0.45,0.41,0.45,0.43,0.77
openmalaria.csv,0.57,0.67,0.37,0.5,0.57,0.35,0.6
popeye-chess.csv,0.59,0.61,0.4,0.7,0.5,0.51,0.56
riff-evolve.csv,0.47,0.61,0.41,0.4,0.62,0.65,0.41
