,kmatplot.csv,firebird.csv,popeye-chess.csv,cities3d.csv,mscore.csv,openmalaria.csv,riff-evolve.csv
cities3d.csv,0.22,0.08,0.05,0.27,0.16,0.02,0.22
firebird.csv,0.91,0.3,0.43,0.55,0.12,0.14,0.44
kmatplot.csv,0.27,0.03,0.0,0.59,0.26,0.27,0.28
mscore.csv,0.62,0.42,0.32,0.21,0.32,0.29,0.75
openmalaria.csv,0.54,0.62,0.2,0.44,0.54,0.27,0.55
popeye-chess.csv,0.38,0.36,0.2,0.04,0.36,0.2,0.37
riff-evolve.csv,0.35,0.17,0.23,0.3,0.08,0.1,0.24
