,jlinalg.csv,arianne.csv,playerstage.csv,knowledge.csv,massiv.csv,ultimairis.csv
arianne.csv,0.46,0.98,0.5,0.47,1.0,0.6
jlinalg.csv,1.0,0.76,0.86,0.9,0.75,0.74
knowledge.csv,1.0,0.88,1.0,1.0,1.0,0.96
massiv.csv,0.02,0.0,0.0,0.0,1.0,0.0
playerstage.csv,0.3,0.43,0.97,0.53,0.5,0.28
ultimairis.csv,0.98,0.85,0.9,0.94,1.0,0.87
