,jlinalg.csv,arianne.csv,playerstage.csv,knowledge.csv,massiv.csv,ultimairis.csv
arianne.csv,0.61,0.99,0.52,0.62,0.03,0.43
jlinalg.csv,0.99,0.61,0.57,0.92,0.01,0.42
knowledge.csv,0.88,0.65,0.59,1.0,0.02,0.47
massiv.csv,0.04,0.0,0.0,0.0,1.0,0.0
playerstage.csv,0.46,0.53,0.96,0.69,0.02,0.32
ultimairis.csv,0.87,0.64,0.56,0.94,0.02,0.92
