,jlinalg.csv,arianne.csv,playerstage.csv,knowledge.csv,massiv.csv,ultimairis.csv
arianne.csv,0.56,0.02,0.58,0.67,0.54,0.67
jlinalg.csv,0.07,0.79,0.82,0.81,0.83,0.85
knowledge.csv,0.93,0.84,0.98,0.0,0.86,0.95
massiv.csv,0.98,1.0,1.0,1.0,0.0,1.0
playerstage.csv,0.7,0.6,0.05,0.47,0.57,0.75
ultimairis.csv,1.0,0.85,0.92,0.8,0.78,0.13
