,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,uface.csv
boost-sandbox.csv,2.0,17.0,1.0,35.0,7.0,16.0,1.0,0.0,5.0,1.0,5.0
bscwweasel.csv,199.0,3.0,1.0,0.0,3.0,1.0,0.0,0.0,3.0,2.0,0.0
capcode.csv,0.0,8.0,0.0,9.0,65.0,0.0,0.0,8.0,12.0,0.0,1.0
lamp.csv,0.0,0.0,0.0,3.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0
nodal.csv,0.0,11.0,5.0,2.0,7.0,12.0,0.0,8.0,0.0,1.0,0.0
pydev.csv,1.0,4.0,0.0,17.0,10.0,4.0,1.0,3.0,3.0,0.0,0.0
retromenu.csv,0.0,4.0,4.0,0.0,0.0,3.0,0.0,7.0,2.0,0.0,0.0
smbopensoft.csv,0.0,26.0,3.0,7.0,8.0,11.0,2.0,2.0,0.0,4.0,7.0
stuproa-cims.csv,1.0,12.0,21.0,27.0,13.0,25.0,2.0,0.0,1.0,0.0,3.0
thout.csv,0.0,13.0,0.0,28.0,2.0,17.0,2.0,1.0,11.0,0.0,0.0
uface.csv,1.0,13.0,1.0,8.0,8.0,15.0,2.0,4.0,1.0,1.0,0.0
