,adaptagrams.csv,go.csv,bibedt.csv,moving-pictures.csv,libmesh.csv,glelite.csv,fulguro.csv
adaptagrams.csv,0.84,0.37,0.45,0.25,0.4,0.23,0.49
bibedt.csv,0.55,0.73,0.81,0.48,0.41,0.43,0.53
fulguro.csv,0.3,0.0,0.0,0.13,0.41,0.0,0.71
glelite.csv,0.0,0.27,0.09,0.23,0.4,0.97,0.64
go.csv,0.57,0.71,0.63,0.41,0.59,0.65,0.24
libmesh.csv,0.0,0.11,0.23,0.46,0.72,0.0,0.38
moving-pictures.csv,0.73,0.38,0.53,0.69,0.22,0.4,0.62
