,adaptagrams.csv,go.csv,bibedt.csv,moving-pictures.csv,libmesh.csv,glelite.csv,fulguro.csv
adaptagrams.csv,0.88,0.32,0.4,0.21,0.38,0.19,0.45
bibedt.csv,0.92,0.73,0.8,0.46,0.38,0.47,0.82
fulguro.csv,0.96,0.0,0.9,0.93,0.42,0.93,0.73
glelite.csv,1.0,0.99,0.8,0.86,0.81,0.96,0.82
go.csv,1.0,0.7,0.9,0.39,0.62,0.6,0.91
libmesh.csv,0.0,0.09,0.2,0.61,0.77,0.0,0.36
moving-pictures.csv,0.85,0.33,0.5,0.68,0.19,0.35,0.64
