,plearn.csv,nsis.csv,aztec.csv,papertoolkit.csv,qdvdauthor.csv,tango-cs.csv
aztec.csv,0.12,0.1,0.75,0.67,0.02,0.49
nsis.csv,0.85,1.0,0.79,1.0,0.95,0.29
papertoolkit.csv,0.02,0.02,0.0,1.0,0.02,0.0
plearn.csv,0.88,0.21,0.58,0.0,0.68,0.22
qdvdauthor.csv,0.8,0.48,0.33,0.0,0.98,0.47
tango-cs.csv,0.24,0.14,0.46,1.0,0.18,1.0
