,plearn.csv,nsis.csv,aztec.csv,papertoolkit.csv,qdvdauthor.csv,tango-cs.csv
aztec.csv,2.0,0.0,0.0,19.0,1.0,0.0
nsis.csv,5.0,0.0,43.0,17.0,0.0,6.0
papertoolkit.csv,3.0,0.0,318.0,0.0,0.0,113.0
plearn.csv,0.0,0.0,44.0,62.0,0.0,0.0
qdvdauthor.csv,0.0,0.0,30.0,62.0,0.0,5.0
tango-cs.csv,0.0,0.0,33.0,2.0,0.0,0.0
