,plearn.csv,nsis.csv,aztec.csv,papertoolkit.csv,qdvdauthor.csv,tango-cs.csv
aztec.csv,0.95,0.89,0.94,0.62,0.67,0.56
nsis.csv,0.42,0.49,0.45,0.44,0.4,0.6
papertoolkit.csv,0.8,0.5,0.92,0.67,0.0,0.5
plearn.csv,0.72,0.94,0.56,0.54,0.54,0.94
qdvdauthor.csv,0.46,0.65,0.73,0.75,0.44,0.47
tango-cs.csv,0.97,0.93,0.46,0.91,0.93,0.61
