,foursquared.csv,repositorium.csv,xbg.csv,simplewebservices.csv
foursquared.csv,1.0,0.22,0.29,0.2
repositorium.csv,0.68,1.0,0.42,0.42
simplewebservices.csv,0.54,0.6,0.14,0.99
xbg.csv,0.25,0.11,0.9,0.41
