,sauerbraten.csv,oppna-program-hsatools.csv,mpgravity.csv,gretl.csv,ogre.csv,yarp.csv,openmsx.csv,doomlegacy.csv,gmerlin.csv,illumination.csv,open-ms.csv,elateportal.csv,sandiaportals.csv,zemljanka.csv,nativeclient.csv,natpad.csv
doomlegacy.csv,0.31,0.52,0.46,0.32,0.47,0.4,0.41,0.4,0.36,0.38,0.43,0.53,0.36,0.36,0.43,0.33
elateportal.csv,0.41,0.54,0.45,0.44,0.43,0.46,0.52,0.37,0.37,0.4,0.51,0.3,0.39,0.45,0.5,0.43
gmerlin.csv,0.44,0.69,0.8,0.45,0.61,0.56,0.6,0.55,0.65,0.68,0.72,0.53,0.9,0.49,0.68,0.52
gretl.csv,0.32,0.43,0.47,0.44,0.49,0.43,0.45,0.35,0.41,0.36,0.43,0.52,0.41,0.44,0.54,0.42
illumination.csv,0.92,0.96,0.7,0.57,0.6,0.69,0.56,0.84,0.68,0.88,0.77,0.33,0.91,0.5,0.68,0.46
mpgravity.csv,0.64,0.77,0.75,0.71,0.72,0.7,0.96,0.76,0.73,0.88,0.74,0.38,0.9,0.61,0.71,0.75
nativeclient.csv,0.37,0.42,0.4,0.4,0.61,0.58,0.57,0.52,0.49,0.4,0.48,0.7,0.4,0.5,0.56,0.4
natpad.csv,0.57,0.73,0.8,0.6,0.7,0.66,0.63,0.52,0.56,0.93,0.61,0.8,0.67,0.59,0.69,0.55
ogre.csv,0.33,0.39,0.38,0.44,0.43,0.46,0.4,0.36,0.37,0.34,0.39,0.3,0.39,0.45,0.49,0.43
open-ms.csv,0.58,0.62,0.42,0.65,0.55,0.6,0.59,0.74,0.75,0.96,0.88,0.32,0.88,0.55,0.69,0.75
openmsx.csv,0.42,0.43,0.41,0.89,0.55,0.52,0.7,0.6,0.6,0.46,0.49,0.31,0.62,0.74,0.61,0.75
oppna-program-hsatools.csv,0.5,0.42,0.39,0.4,0.41,0.49,0.52,0.35,0.39,0.36,0.39,0.3,0.4,0.44,0.49,0.43
sandiaportals.csv,0.33,0.51,0.42,0.42,0.58,0.4,0.49,0.54,0.39,0.4,0.52,0.89,0.44,0.92,0.57,0.46
sauerbraten.csv,0.37,0.56,0.67,0.35,0.95,0.62,0.83,0.65,0.52,0.75,0.85,0.7,0.4,0.36,0.51,0.37
yarp.csv,0.89,0.77,0.71,0.93,0.98,0.7,0.97,0.92,0.83,0.86,0.76,0.5,0.83,0.92,0.98,0.91
zemljanka.csv,0.32,0.4,0.38,0.44,0.41,0.46,0.4,0.36,0.37,0.35,0.39,0.3,0.4,0.45,0.52,0.43
