,alembik.csv,emisview.csv,mediate.csv,botsnscouts.csv,anaxagora.csv,matrex.csv,ontopia.csv,mediaportal.csv
alembik.csv,0.48,0.92,0.5,0.67,0.94,0.93,0.87,0.77
anaxagora.csv,0.8,0.8,0.93,0.5,0.93,0.89,0.83,0.96
botsnscouts.csv,0.57,0.39,0.38,0.44,0.63,0.44,0.43,0.39
emisview.csv,0.67,0.64,0.86,0.83,0.97,0.79,0.88,0.73
matrex.csv,0.79,0.48,0.55,0.46,0.81,0.44,0.57,0.52
mediaportal.csv,0.86,0.67,0.41,0.75,0.96,0.92,0.44,0.99
mediate.csv,0.6,0.87,0.47,0.43,0.74,0.49,0.58,0.51
ontopia.csv,0.36,0.61,0.55,0.39,0.49,0.56,0.37,0.54
