,alembik.csv,emisview.csv,mediate.csv,botsnscouts.csv,anaxagora.csv,matrex.csv,ontopia.csv,mediaportal.csv
alembik.csv,0.0,0.09,0.03,0.0,0.11,0.07,0.21,0.15
anaxagora.csv,0.06,0.08,0.13,0.0,0.0,0.03,0.14,0.21
botsnscouts.csv,0.13,0.45,0.6,0.04,0.24,0.21,0.36,0.51
emisview.csv,0.32,0.0,0.1,0.15,0.26,0.48,0.21,0.18
matrex.csv,0.23,0.45,0.57,0.3,0.26,0.03,0.21,0.32
mediaportal.csv,0.16,0.04,0.8,0.04,0.22,0.41,0.57,0.0
mediate.csv,0.29,0.23,0.0,0.37,0.26,0.64,0.36,0.62
ontopia.csv,0.77,0.47,0.47,0.74,0.57,0.36,0.0,0.5
