,alembik.csv,emisview.csv,mediate.csv,botsnscouts.csv,anaxagora.csv,matrex.csv,ontopia.csv,mediaportal.csv
alembik.csv,0.95,0.3,0.03,0.11,0.24,0.14,0.16,0.32
anaxagora.csv,0.14,0.04,0.26,0.07,0.71,0.1,0.05,0.22
botsnscouts.csv,0.45,0.61,0.74,0.96,0.43,0.62,0.39,0.69
emisview.csv,0.36,0.96,0.1,0.07,0.19,0.22,0.28,0.36
matrex.csv,0.32,0.3,0.41,0.67,0.14,0.97,0.33,0.51
mediaportal.csv,0.09,0.04,0.77,0.11,0.14,0.25,0.74,0.88
mediate.csv,0.5,0.13,0.97,0.67,0.33,0.6,0.34,0.6
ontopia.csv,0.68,0.26,0.49,0.78,0.52,0.48,1.0,0.42
