,nova.csv,crisscross.csv,mvdsv.csv,proftp.csv,libmesh.csv,l2j.csv,jfreechart.csv
crisscross.csv,0.42,0.5,0.38,0.4,0.49,0.43,0.29
l2j.csv,0.0,0.54,0.88,0.3,0.4,0.47,0.54
libmesh.csv,0.86,0.92,0.88,0.94,0.89,0.97,0.0
mvdsv.csv,0.61,0.0,0.88,0.57,0.8,0.0,0.83
nova.csv,0.55,0.69,0.71,0.88,0.85,0.9,0.41
proftp.csv,0.0,0.54,0.0,0.36,0.88,0.95,0.92
