,plearn.csv,awemud.csv,tzod.csv,psrchive.csv,liferea.csv,kwave.csv,firebreath.csv,qcad2.csv,customwars.csv,irplus.csv,wxcode.csv,xinity.csv,xmoto.csv,gss.csv
awemud.csv,0.35,0.99,0.48,0.17,0.33,0.18,0.44,0.45,0.19,0.47,0.18,0.69,0.7,0.59
customwars.csv,0.21,0.83,0.38,0.0,0.0,0.16,0.52,0.67,1.0,0.43,0.19,0.57,0.44,0.72
firebreath.csv,0.27,0.84,0.33,0.21,0.24,0.25,0.98,0.47,0.21,0.38,0.12,0.58,0.57,0.62
gss.csv,0.29,0.71,0.37,0.15,0.23,0.22,0.39,0.33,0.17,0.4,0.08,0.62,0.45,0.94
irplus.csv,0.32,0.7,0.35,0.05,0.29,0.23,0.29,0.26,0.15,1.0,0.07,0.58,0.42,0.67
kwave.csv,0.36,0.85,0.4,0.16,0.26,1.0,0.43,0.54,0.14,0.32,0.12,0.68,0.65,0.73
liferea.csv,0.41,0.86,0.55,0.15,1.0,0.19,0.52,0.54,0.2,0.46,0.15,0.53,0.65,0.66
plearn.csv,1.0,0.76,0.36,0.22,0.3,0.18,0.42,0.41,0.33,0.39,0.13,0.67,0.5,0.71
psrchive.csv,0.65,0.89,0.0,1.0,0.33,0.14,0.5,0.8,0.13,0.27,0.5,0.65,0.73,0.38
qcad2.csv,0.36,0.76,0.29,0.2,0.21,0.29,0.43,1.0,0.2,0.4,0.09,0.62,0.44,0.59
tzod.csv,0.34,0.87,1.0,0.16,0.25,0.28,0.56,0.44,0.17,0.52,0.21,0.6,0.66,0.81
wxcode.csv,0.57,1.0,0.0,0.4,0.5,0.0,0.5,1.0,0.0,0.0,1.0,0.67,1.0,1.0
xinity.csv,0.34,0.67,0.43,0.08,0.23,0.29,0.45,0.27,0.12,0.25,0.07,1.0,0.44,0.61
xmoto.csv,0.37,0.84,0.45,0.19,0.24,0.17,0.45,0.5,0.18,0.5,0.12,0.59,1.0,0.72
