,plearn.csv,awemud.csv,tzod.csv,psrchive.csv,liferea.csv,kwave.csv,firebreath.csv,qcad2.csv,customwars.csv,irplus.csv,wxcode.csv,xinity.csv,xmoto.csv,gss.csv
awemud.csv,0.55,0.03,0.44,0.69,0.5,0.55,0.6,0.4,0.62,0.36,0.41,0.42,0.18,0.6
customwars.csv,0.28,0.07,0.1,0.05,0.07,0.38,0.11,0.06,0.0,0.18,0.17,0.38,0.32,0.25
firebreath.csv,0.62,0.3,0.6,0.4,0.57,0.48,0.01,0.35,0.53,0.55,0.47,0.73,0.45,0.5
gss.csv,0.99,1.0,0.96,0.97,1.0,1.0,0.9,1.0,0.71,0.64,1.0,0.81,0.95,0.1
irplus.csv,0.34,0.37,0.27,0.49,0.45,0.41,0.44,0.54,0.24,0.0,0.18,0.19,0.41,0.15
kwave.csv,0.24,0.17,0.12,0.28,0.8,0.0,0.14,0.19,0.39,0.48,0.28,0.31,0.2,0.2
liferea.csv,0.28,0.2,0.19,0.31,0.0,0.38,0.17,0.22,0.41,0.43,0.29,0.65,0.16,0.5
plearn.csv,0.0,0.4,0.52,0.28,0.32,0.75,0.32,0.23,0.17,0.45,0.59,0.38,0.61,0.5
psrchive.csv,0.04,0.07,0.1,0.0,0.09,0.11,0.05,0.01,0.36,0.5,0.05,0.54,0.07,0.4
qcad2.csv,0.21,0.3,0.21,0.21,0.59,0.21,0.08,0.0,0.38,0.48,0.26,0.58,0.41,0.35
tzod.csv,0.42,0.13,0.0,0.43,0.91,0.32,0.22,0.42,0.41,0.32,0.25,0.73,0.23,0.25
wxcode.csv,0.02,0.0,0.0,0.04,0.02,0.02,0.01,0.0,0.0,0.0,0.0,0.04,0.0,0.0
xinity.csv,0.51,0.23,0.52,0.29,0.68,0.18,0.23,0.44,0.45,0.68,0.51,0.0,0.23,0.55
xmoto.csv,0.44,0.3,0.56,0.63,0.7,0.61,0.39,0.21,0.54,0.36,0.47,0.77,0.0,0.4
