,plearn.csv,awemud.csv,tzod.csv,psrchive.csv,liferea.csv,kwave.csv,firebreath.csv,qcad2.csv,customwars.csv,irplus.csv,wxcode.csv,xinity.csv,xmoto.csv,gss.csv
awemud.csv,7.0,0.0,4.0,2.0,4.0,2.0,2.0,7.0,7.0,7.0,0.0,0.0,2.0,2.0
customwars.csv,10.0,0.0,5.0,88.0,56.0,7.0,1.0,1.0,0.0,3.0,11.0,2.0,1.0,2.0
firebreath.csv,6.0,1.0,4.0,4.0,6.0,0.0,0.0,5.0,1.0,0.0,3.0,1.0,1.0,4.0
gss.csv,5.0,2.0,3.0,4.0,6.0,0.0,3.0,12.0,8.0,2.0,3.0,0.0,1.0,0.0
irplus.csv,4.0,1.0,7.0,3.0,4.0,0.0,3.0,8.0,15.0,0.0,2.0,1.0,1.0,0.0
kwave.csv,2.0,0.0,1.0,12.0,5.0,0.0,2.0,0.0,2.0,0.0,19.0,1.0,0.0,0.0
liferea.csv,2.0,0.0,1.0,10.0,0.0,0.0,3.0,8.0,4.0,3.0,18.0,2.0,5.0,4.0
plearn.csv,0.0,1.0,3.0,3.0,9.0,6.0,9.0,3.0,0.0,0.0,3.0,1.0,1.0,0.0
psrchive.csv,3.0,1.0,74.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,5.0
qcad2.csv,10.0,1.0,4.0,2.0,11.0,3.0,1.0,0.0,1.0,0.0,2.0,2.0,5.0,0.0
tzod.csv,0.0,0.0,0.0,0.0,6.0,1.0,0.0,12.0,7.0,0.0,12.0,0.0,0.0,0.0
wxcode.csv,1.0,0.0,74.0,2.0,1.0,71.0,0.0,0.0,111.0,68.0,0.0,1.0,0.0,0.0
xinity.csv,8.0,3.0,3.0,20.0,6.0,1.0,7.0,11.0,21.0,1.0,34.0,0.0,3.0,1.0
xmoto.csv,2.0,0.0,1.0,20.0,6.0,9.0,6.0,4.0,6.0,0.0,28.0,1.0,0.0,0.0
