,reactos-mirror.csv,critterding.csv,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,ogrehg.csv,genecys.csv,monetdb.csv,projecteqemu.csv,modplug.csv,kftpgrabber.csv,netatalk.csv,fmri-dmt.csv,bibletime.csv,passwordsafe.csv,xmoto.csv,genoviz.csv,miranda.csv
badtrinity-zero.csv,0.95,0.81,0.58,0.54,0.72,0.94,0.54,0.57,0.38,0.44,0.47,0.47,0.55,0.41,0.65,0.44,0.44,0.5,0.38,0.42
bibletime.csv,0.64,0.46,0.4,0.51,0.45,0.44,0.48,0.54,0.44,0.43,0.41,0.42,0.43,0.49,0.37,0.4,0.53,0.52,0.38,0.37
critterding.csv,0.8,0.62,0.51,0.56,0.59,0.52,0.48,0.6,0.5,0.65,0.43,0.52,0.55,0.59,0.43,0.47,0.55,0.52,0.39,0.5
etics.csv,0.82,0.68,0.69,0.67,0.67,0.68,0.92,0.93,0.44,0.62,0.46,0.86,0.56,0.73,0.56,0.5,0.66,0.6,0.89,0.47
fmri-dmt.csv,0.97,0.75,0.67,0.86,0.95,0.9,0.8,0.98,0.92,0.67,0.88,0.83,0.67,0.0,0.83,0.9,0.9,0.75,0.67,0.95
genecys.csv,0.42,0.43,0.4,0.45,0.4,0.39,0.43,0.46,0.45,0.34,0.43,0.39,0.42,0.39,0.31,0.36,0.46,0.42,0.32,0.34
genoviz.csv,0.97,0.83,0.5,0.91,0.92,0.93,0.0,0.96,0.53,0.92,0.73,0.89,0.86,0.0,0.0,0.8,0.9,0.88,0.8,0.93
kftpgrabber.csv,0.65,0.69,0.54,0.81,0.74,0.6,0.79,0.72,0.34,0.57,0.49,0.59,0.53,0.62,0.41,0.7,0.74,0.65,0.36,0.41
kvs.csv,0.46,0.46,0.86,0.71,0.78,0.43,0.8,0.89,0.41,0.92,0.5,0.67,0.62,0.86,0.59,0.67,0.95,0.75,0.89,0.47
mcore3d.csv,0.58,0.54,0.5,0.47,0.46,0.44,0.43,0.43,0.33,0.44,0.39,0.57,0.41,0.36,0.37,0.39,0.49,0.5,0.29,0.38
miranda.csv,0.56,0.65,0.5,0.52,0.56,0.57,0.55,0.47,0.37,0.41,0.4,0.49,0.53,0.36,0.43,0.42,0.52,0.56,0.39,0.4
modplug.csv,0.44,0.47,0.39,0.48,0.42,0.4,0.42,0.48,0.37,0.42,0.36,0.42,0.38,0.42,0.37,0.37,0.46,0.45,0.33,0.32
monetdb.csv,0.54,0.62,0.76,0.63,0.59,0.7,0.61,0.73,0.8,0.6,0.64,0.51,0.58,0.82,0.68,0.86,0.92,0.73,0.44,0.57
netatalk.csv,0.57,0.5,0.78,0.57,0.51,0.53,0.45,0.54,0.31,0.47,0.41,0.5,0.48,0.71,0.5,0.5,0.55,0.54,0.46,0.42
ogrehg.csv,0.73,0.6,0.58,0.52,0.61,0.45,0.59,0.66,0.47,0.65,0.43,0.5,0.56,0.8,0.79,0.46,0.6,0.57,0.38,0.46
passwordsafe.csv,0.54,0.45,0.5,0.54,0.5,0.45,0.54,0.58,0.4,0.47,0.45,0.56,0.45,0.53,0.39,0.41,0.62,0.54,0.5,0.41
projecteqemu.csv,0.69,0.81,0.62,0.72,0.56,0.56,0.93,0.7,0.5,0.56,0.53,0.6,0.58,0.62,0.65,0.55,0.82,0.73,0.44,0.47
reactos-mirror.csv,0.64,0.55,0.43,0.52,0.53,0.55,0.53,0.56,0.44,0.46,0.46,0.51,0.51,0.43,0.37,0.52,0.63,0.58,0.32,0.41
xbplayer.csv,0.64,0.45,0.67,0.8,0.92,0.63,0.87,0.75,0.77,0.83,0.52,0.5,0.54,0.83,0.91,0.91,0.93,0.75,0.54,0.49
xmoto.csv,0.45,0.52,0.53,0.58,0.66,0.56,0.51,0.53,0.31,0.37,0.43,0.43,0.5,0.43,0.33,0.66,0.58,0.53,0.39,0.34
