,reactos-mirror.csv,critterding.csv,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,ogrehg.csv,genecys.csv,monetdb.csv,projecteqemu.csv,modplug.csv,kftpgrabber.csv,netatalk.csv,fmri-dmt.csv,bibletime.csv,passwordsafe.csv,xmoto.csv,genoviz.csv,miranda.csv
badtrinity-zero.csv,0.02,0.37,0.5,0.01,0.21,0.13,0.45,0.28,0.56,0.57,0.42,0.42,0.32,0.39,0.27,0.29,0.5,0.48,0.58,0.49
bibletime.csv,0.33,0.61,0.76,0.38,0.72,0.58,0.51,0.43,0.78,0.55,0.69,0.38,0.65,0.71,0.6,0.0,0.31,0.41,0.56,0.81
critterding.csv,0.35,0.0,0.64,0.72,0.67,0.6,0.64,0.63,0.56,0.59,0.71,0.42,0.61,0.68,0.6,0.79,0.75,0.8,0.73,0.51
etics.csv,0.21,0.22,0.0,0.33,0.3,0.29,0.12,0.11,0.22,0.36,0.38,0.29,0.44,0.13,0.37,0.43,0.28,0.39,0.13,0.36
fmri-dmt.csv,0.02,0.02,0.05,0.01,0.05,0.07,0.07,0.11,0.0,0.03,0.07,0.08,0.03,0.0,0.0,0.07,0.05,0.07,0.07,0.01
genecys.csv,0.83,0.9,0.95,0.7,0.93,0.9,0.71,1.0,0.0,0.76,0.71,0.79,1.0,0.89,0.94,0.93,0.77,0.8,0.93,0.9
genoviz.csv,0.01,0.05,0.0,0.01,0.04,0.05,0.0,0.02,0.22,0.01,0.07,0.0,0.03,0.0,0.0,0.0,0.01,0.02,0.0,0.07
kftpgrabber.csv,0.16,0.41,0.17,0.1,0.21,0.62,0.16,0.19,0.33,0.12,0.36,0.12,0.0,0.55,0.42,0.43,0.15,0.16,0.38,0.71
kvs.csv,0.43,0.63,0.02,0.24,0.11,0.74,0.0,0.11,0.33,0.16,0.31,0.21,0.15,0.08,0.32,0.0,0.11,0.05,0.11,0.29
mcore3d.csv,0.37,0.32,0.43,0.5,0.0,0.34,0.58,0.32,0.56,0.47,0.44,0.25,0.47,0.45,0.63,0.36,0.32,0.41,0.82,0.47
miranda.csv,0.33,0.27,0.29,0.34,0.35,0.32,0.59,0.48,0.56,0.62,0.4,0.5,0.47,0.63,0.4,0.36,0.48,0.43,0.64,0.01
modplug.csv,0.65,0.61,0.88,0.62,0.6,0.6,0.7,0.49,0.56,0.76,0.53,0.0,0.61,0.58,0.61,0.43,0.56,0.48,0.82,0.73
monetdb.csv,0.47,0.51,0.29,0.4,0.4,0.46,0.22,0.16,0.22,0.0,0.38,0.29,0.26,0.21,0.29,0.21,0.11,0.23,0.29,0.31
netatalk.csv,0.26,0.22,0.1,0.17,0.21,0.37,0.39,0.2,0.44,0.26,0.24,0.25,0.21,0.0,0.4,0.14,0.24,0.25,0.56,0.3
ogrehg.csv,0.21,0.29,0.14,0.51,0.25,0.62,0.34,0.03,0.67,0.37,0.67,0.54,0.31,0.08,0.29,0.29,0.46,0.5,0.62,0.46
passwordsafe.csv,0.49,0.71,0.31,0.38,0.39,0.66,0.39,0.48,0.56,0.29,0.44,0.25,0.48,0.71,0.77,0.5,0.03,0.45,0.42,0.61
projecteqemu.csv,0.19,0.12,0.17,0.12,0.23,0.32,0.14,0.14,0.22,0.24,0.04,0.04,0.18,0.13,0.24,0.07,0.21,0.09,0.47,0.3
reactos-mirror.csv,0.03,0.59,0.6,0.62,0.75,0.69,0.5,0.71,0.44,0.35,0.64,0.38,0.77,0.97,0.71,0.57,0.42,0.55,0.64,0.71
xbplayer.csv,0.23,0.27,0.02,0.1,0.09,0.0,0.13,0.09,0.11,0.08,0.16,0.21,0.18,0.11,0.13,0.07,0.05,0.0,0.24,0.19
xmoto.csv,0.72,0.51,0.48,0.32,0.25,0.63,0.36,0.3,0.44,0.39,0.76,0.54,0.39,0.34,0.65,0.5,0.36,0.0,0.71,0.4
