,phet.csv,qtractor.csv,flexpay.csv,fceugc.csv,sumatrapdf.csv,modellus.csv,open-data-kit.csv
fceugc.csv,0.51,0.38,0.4,0.28,0.4,0.47,0.43
flexpay.csv,0.56,0.62,0.27,0.37,0.07,0.3,0.27
modellus.csv,0.51,0.12,0.45,0.12,0.05,0.2,0.34
open-data-kit.csv,0.59,0.58,0.74,0.84,0.18,0.67,0.23
phet.csv,0.28,0.79,0.26,0.6,0.85,0.6,0.86
qtractor.csv,0.5,0.25,0.43,0.3,0.25,0.35,0.23
sumatrapdf.csv,0.94,0.5,0.96,0.79,0.15,0.76,0.89
