,sqlpower-library.csv,jlinalg.csv,array4j.csv,optalgtoolkit.csv,capcode.csv,freenet.csv,intact.csv,pustefix.csv,nassp.csv,fm-classic.csv,haphazard.csv,anaxagora.csv,ipfire-wall.csv,tart.csv,super-tux.csv,soar.csv,hannosset.csv,bzbyte.csv,ondex.csv,web-cat.csv
anaxagora.csv,0.47,0.45,0.39,0.32,0.39,0.42,0.35,0.41,0.38,0.3,0.34,0.55,0.37,0.39,0.49,0.36,0.34,0.42,0.33,0.41
array4j.csv,0.53,0.75,0.64,0.81,0.8,0.64,0.39,0.42,0.86,0.48,0.76,0.56,0.59,0.59,0.5,0.5,0.55,0.93,0.4,0.37
bzbyte.csv,0.4,0.52,0.39,0.28,0.35,0.97,0.33,0.38,0.0,0.3,0.35,0.47,0.4,0.62,0.44,0.0,0.37,0.38,0.0,0.0
capcode.csv,0.45,0.69,0.43,0.32,0.62,0.45,0.43,0.52,0.42,0.5,0.75,0.47,0.55,0.48,0.8,0.7,0.48,0.51,0.48,0.35
fm-classic.csv,0.92,0.82,0.67,0.86,0.71,0.97,0.0,0.0,0.67,0.9,0.9,0.83,0.82,0.67,0.88,0.89,0.0,0.92,0.97,0.8
freenet.csv,0.46,0.51,0.49,0.29,0.4,0.42,0.38,0.4,0.44,0.3,0.35,0.48,0.43,0.46,0.54,0.62,0.58,0.42,0.31,0.34
hannosset.csv,0.55,0.66,0.81,0.79,0.91,0.98,0.94,0.67,0.86,0.91,0.85,0.6,0.0,0.77,0.8,0.77,0.85,0.93,0.41,0.54
haphazard.csv,0.44,0.68,0.92,0.4,0.66,0.6,0.43,0.6,0.56,0.44,0.81,0.65,0.85,0.86,0.96,0.87,0.94,0.62,0.55,0.3
intact.csv,0.42,0.71,0.57,0.8,0.42,0.34,0.58,0.44,0.0,0.58,0.38,0.42,0.72,0.59,0.71,0.5,0.47,0.4,0.31,0.73
ipfire-wall.csv,0.73,0.43,0.79,0.34,0.48,0.98,0.94,0.93,0.7,0.35,0.41,0.71,0.44,0.55,0.71,0.37,0.67,0.59,0.96,0.67
jlinalg.csv,0.71,0.49,0.39,0.35,0.42,0.46,0.49,0.73,0.58,0.42,0.57,0.45,0.43,0.41,0.48,0.47,0.5,0.39,0.31,0.6
nassp.csv,0.49,0.63,0.69,0.0,0.88,0.7,0.8,0.9,0.5,0.89,0.91,0.71,0.47,0.57,0.5,0.38,0.6,0.54,0.92,0.57
ondex.csv,0.86,0.83,0.48,0.67,0.88,0.5,0.57,0.53,0.86,0.74,0.7,0.97,0.45,0.55,0.59,0.33,0.42,0.51,0.72,0.89
optalgtoolkit.csv,0.52,0.87,0.53,0.5,0.47,0.37,0.49,0.42,0.38,0.33,0.4,0.58,0.45,0.38,0.46,0.37,0.33,0.43,0.42,0.71
pustefix.csv,0.6,0.47,0.83,0.29,0.43,0.95,0.7,0.68,0.34,0.31,0.44,0.63,0.45,0.5,0.52,0.38,0.86,0.34,0.57,0.34
soar.csv,0.38,0.54,0.5,0.27,0.42,0.38,0.35,0.38,0.36,0.29,0.41,0.47,0.38,0.35,0.47,0.64,0.44,0.38,0.48,0.32
sqlpower-library.csv,0.44,0.58,0.38,0.5,0.4,0.36,0.34,0.4,0.36,0.37,0.36,0.44,0.36,0.35,0.44,0.36,0.37,0.37,0.31,0.52
super-tux.csv,0.38,0.86,0.45,0.42,0.55,0.33,0.47,0.38,0.44,0.83,0.35,0.42,0.38,0.46,0.43,0.86,0.4,0.37,0.35,0.42
tart.csv,0.67,0.75,0.54,0.75,0.61,0.43,0.57,0.55,0.52,0.5,0.67,0.84,0.4,0.65,0.55,0.38,0.43,0.41,0.7,0.83
web-cat.csv,0.53,0.81,0.5,0.58,0.68,0.38,0.46,0.48,0.41,0.42,0.4,0.59,0.35,0.37,0.48,0.35,0.36,0.39,0.37,0.55
