,array4j.csv,mule.csv,sblim.csv,piccolo2d.csv,jbpm.csv,calcubetimer.csv,jgossipforum.csv,joustsim.csv,madman.csv,bigdata.csv,jas.csv,nunit.csv
array4j.csv,0.94,0.76,0.93,0.57,0.66,0.5,0.96,0.61,0.62,0.62,0.84,0.59
bigdata.csv,0.75,0.39,0.76,0.72,0.98,0.43,0.41,0.88,0.43,0.42,0.93,0.38
calcubetimer.csv,0.43,0.38,0.55,0.35,0.4,0.43,0.41,0.47,0.39,0.4,0.42,0.35
jas.csv,0.67,0.67,0.0,0.0,0.0,0.5,0.83,0.0,0.0,0.94,0.86,0.67
jbpm.csv,0.89,0.75,0.64,0.92,0.98,0.9,0.92,0.5,0.0,0.92,0.91,0.88
jgossipforum.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.5,0.0,0.0
joustsim.csv,0.64,0.57,0.68,0.88,0.98,0.69,0.65,0.82,0.48,0.64,0.9,0.94
madman.csv,0.5,0.92,0.75,0.0,0.88,0.67,0.0,0.0,0.88,0.0,0.0,0.75
mule.csv,0.92,0.47,0.71,0.55,0.61,0.55,0.92,0.5,0.5,0.53,0.92,0.67
nunit.csv,0.76,0.52,0.88,0.79,0.62,0.58,0.97,0.59,0.92,0.65,0.68,0.92
piccolo2d.csv,0.8,0.96,0.75,0.92,0.94,0.0,0.5,0.8,0.0,0.96,0.5,0.8
sblim.csv,0.67,0.8,0.77,0.75,0.93,0.8,0.75,0.0,0.0,0.86,0.8,0.91
