,array4j.csv,mule.csv,sblim.csv,piccolo2d.csv,jbpm.csv,calcubetimer.csv,jgossipforum.csv,joustsim.csv,madman.csv,bigdata.csv,jas.csv,nunit.csv
array4j.csv,0.03,0.28,0.27,0.38,0.34,0.25,0.11,0.32,0.53,0.38,0.21,0.39
bigdata.csv,0.05,0.98,0.24,0.26,0.12,0.25,0.97,0.1,0.8,0.03,0.12,0.91
calcubetimer.csv,0.65,0.96,0.77,0.93,0.91,0.0,0.98,0.98,0.98,0.95,1.0,0.97
jas.csv,0.03,0.01,0.0,0.01,0.0,0.25,0.02,0.0,0.0,0.08,0.0,0.01
jbpm.csv,0.11,0.02,0.29,0.16,0.0,0.0,0.05,0.03,0.0,0.41,0.08,0.03
jgossipforum.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
joustsim.csv,0.37,0.2,0.2,0.13,0.09,0.25,0.27,0.0,0.37,0.35,0.06,0.11
madman.csv,0.03,0.04,0.04,0.01,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.01
mule.csv,0.21,0.02,0.21,0.28,0.29,0.0,0.17,0.22,0.31,0.19,0.09,0.22
nunit.csv,0.32,0.28,0.37,0.21,0.3,0.0,0.14,0.25,0.22,0.16,0.21,0.0
piccolo2d.csv,0.08,0.04,0.04,0.0,0.03,0.0,0.01,0.08,0.02,0.05,0.02,0.01
sblim.csv,0.05,0.01,0.0,0.01,0.02,0.0,0.02,0.0,0.02,0.03,0.04,0.04
