,array4j.csv,mule.csv,sblim.csv,piccolo2d.csv,jbpm.csv,calcubetimer.csv,jgossipforum.csv,joustsim.csv,madman.csv,bigdata.csv,jas.csv,nunit.csv
array4j.csv,0.0,1.0,0.0,6.0,31.0,0.0,224.0,10.0,15.0,0.0,124.0,0.0
bigdata.csv,3.0,0.0,15.0,13.0,1.0,0.0,149.0,2.0,17.0,0.0,124.0,0.0
calcubetimer.csv,3.0,0.0,0.0,30.0,56.0,0.0,151.0,33.0,24.0,0.0,10.0,0.0
jas.csv,1.0,1.0,105.0,94.0,431.0,0.0,5.0,70.0,56.0,0.0,0.0,0.0
jbpm.csv,3.0,2.0,5.0,94.0,0.0,0.0,224.0,70.0,56.0,0.0,1.0,2.0
jgossipforum.csv,78.0,0.0,105.0,94.0,431.0,59.0,0.0,70.0,56.0,0.0,124.0,191.0
joustsim.csv,8.0,4.0,10.0,5.0,8.0,1.0,30.0,0.0,11.0,0.0,1.0,0.0
madman.csv,78.0,0.0,3.0,94.0,431.0,0.0,224.0,70.0,0.0,304.0,124.0,1.0
mule.csv,78.0,0.0,8.0,2.0,6.0,0.0,32.0,4.0,12.0,1.0,0.0,1.0
nunit.csv,12.0,0.0,0.0,9.0,1.0,0.0,224.0,5.0,9.0,0.0,7.0,0.0
piccolo2d.csv,78.0,1.0,3.0,0.0,1.0,0.0,224.0,70.0,56.0,0.0,124.0,1.0
sblim.csv,78.0,1.0,0.0,0.0,4.0,0.0,224.0,70.0,56.0,1.0,124.0,5.0
