,array4j.csv,mule.csv,sblim.csv,piccolo2d.csv,jbpm.csv,calcubetimer.csv,jgossipforum.csv,joustsim.csv,madman.csv,bigdata.csv,jas.csv,nunit.csv
array4j.csv,0.07,0.78,0.73,0.66,0.76,0.37,1.01,0.71,0.82,0.66,1.02,0.76
bigdata.csv,0.94,0.98,0.81,0.74,0.97,0.66,0.97,0.82,0.8,0.03,1.01,0.91
calcubetimer.csv,0.68,0.96,0.92,0.93,0.91,0.0,0.98,0.98,0.98,0.95,1.0,0.97
jas.csv,0.94,0.99,1.0,1.0,1.0,1.01,0.8,1.0,1.0,0.95,0.12,0.95
jbpm.csv,0.88,0.99,0.66,1.01,0.02,0.82,1.0,1.0,1.0,0.83,0.75,0.9
jgossipforum.csv,1.0,0.99,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.99,1.0,1.0
joustsim.csv,0.78,0.62,0.67,0.63,0.79,0.77,0.48,0.0,0.52,0.68,0.63,0.61
madman.csv,1.0,0.94,0.96,1.0,1.0,0.95,1.0,1.0,0.0,1.0,1.0,0.95
mule.csv,1.02,0.03,0.76,0.61,0.59,0.64,0.62,0.42,0.7,0.68,0.76,0.55
nunit.csv,0.99,0.64,0.7,0.87,0.38,0.79,1.01,0.44,0.78,0.65,0.66,0.05
piccolo2d.csv,1.0,0.85,0.96,0.08,0.89,0.98,1.0,1.0,1.0,0.92,1.0,0.9
sblim.csv,1.0,0.97,0.0,0.77,0.85,0.91,1.0,1.0,1.0,0.98,1.0,0.88
