,net-snmp.csv,flylinkdc.csv,xbrlapi.csv,agilitybook.csv,vdsf.csv,n2cms.csv,jcae.csv,fw4spl.csv,ossbuild.csv,mimosa.csv,grisbi.csv,alpine.csv,tcvp.csv,yarp.csv,nabu-library.csv,virtuoso.csv,enzo.csv,jcl.csv,quickfast.csv,libarchive.csv
agilitybook.csv,0.41,0.16,0.12,0.89,0.0,0.12,0.44,0.25,0.5,0.05,0.33,0.5,0.44,0.32,0.08,0.6,0.49,0.36,0.19,0.35
alpine.csv,0.02,0.0,0.14,0.21,0.05,0.1,0.0,0.17,0.03,0.05,0.05,0.92,0.0,0.08,0.07,0.02,0.04,0.07,0.02,0.14
enzo.csv,0.93,0.92,0.88,0.89,1.0,0.98,1.0,0.98,0.38,0.97,0.97,1.0,0.89,0.48,0.78,1.0,0.98,1.0,0.94,0.84
flylinkdc.csv,0.2,1.0,0.24,0.45,0.0,0.19,0.11,0.25,0.03,0.03,0.39,0.42,0.22,0.4,0.17,0.45,0.13,0.86,0.34,0.06
fw4spl.csv,0.32,0.14,0.29,0.42,0.05,0.23,0.11,0.92,0.66,0.13,0.17,0.0,0.67,0.12,0.67,0.26,0.21,0.43,0.09,0.29
grisbi.csv,0.71,0.84,0.81,0.68,0.98,0.71,1.0,0.94,0.38,0.79,0.98,0.92,0.56,0.72,0.59,0.79,0.68,1.0,0.77,0.63
jcae.csv,0.0,0.0,0.07,0.0,0.0,0.0,1.0,0.02,0.0,0.05,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.36,0.0,0.0
jcl.csv,0.1,0.11,0.1,0.24,0.06,0.0,0.0,0.17,0.28,0.05,0.0,0.17,0.11,0.28,0.0,0.29,0.01,0.93,0.15,0.31
libarchive.csv,0.56,0.59,0.57,0.61,0.48,0.58,0.89,0.58,0.34,0.68,0.45,0.75,0.11,0.32,0.34,0.71,0.64,1.0,0.62,0.98
mimosa.csv,0.56,0.46,0.76,0.55,0.98,0.54,0.78,0.29,0.91,1.0,0.24,0.42,0.22,0.04,0.43,0.48,0.65,0.71,0.57,0.8
n2cms.csv,0.07,0.16,0.43,0.18,0.94,0.92,0.44,0.06,0.25,0.39,0.0,0.08,0.0,0.04,0.26,0.24,0.81,0.5,0.15,0.63
nabu-library.csv,0.63,0.76,0.26,0.76,0.02,0.48,0.89,0.71,0.22,0.32,0.56,0.5,0.89,0.52,0.99,0.38,0.36,0.86,0.47,0.06
net-snmp.csv,0.98,0.41,0.5,0.42,0.87,0.52,0.33,0.44,0.16,0.39,0.5,0.58,0.67,0.28,0.45,0.6,0.39,0.57,0.43,0.39
ossbuild.csv,0.39,0.49,0.36,0.42,0.24,0.4,0.56,0.19,1.0,0.34,0.03,0.25,0.22,0.36,0.17,0.4,0.14,0.71,0.17,0.33
quickfast.csv,0.63,0.59,0.52,0.68,0.76,0.6,1.0,0.65,0.53,0.58,0.41,0.58,0.0,0.36,0.3,0.52,0.67,0.93,0.98,0.84
tcvp.csv,0.12,0.05,0.12,0.11,0.0,0.29,0.44,0.02,0.06,0.16,0.05,0.17,1.0,0.08,0.13,0.0,0.12,0.36,0.17,0.1
vdsf.csv,0.85,0.57,0.86,0.89,0.88,0.9,0.67,0.83,0.94,0.84,0.86,0.92,0.89,1.0,0.96,0.9,0.92,1.0,0.83,0.86
virtuoso.csv,0.22,0.95,0.62,0.55,0.85,0.5,1.0,0.6,0.81,0.74,0.48,0.08,0.22,0.0,0.53,0.93,0.52,0.93,0.21,0.61
xbrlapi.csv,0.41,0.68,0.98,0.5,1.0,0.42,0.56,0.27,0.94,0.34,0.59,0.83,0.67,0.24,0.55,0.86,0.26,0.21,0.68,0.98
yarp.csv,0.29,0.41,0.31,0.5,0.14,0.29,0.56,0.23,0.12,0.26,0.41,0.42,0.56,0.92,0.14,0.02,0.3,0.21,0.34,0.08
