,net-snmp.csv,flylinkdc.csv,xbrlapi.csv,agilitybook.csv,vdsf.csv,n2cms.csv,jcae.csv,fw4spl.csv,ossbuild.csv,mimosa.csv,grisbi.csv,alpine.csv,tcvp.csv,yarp.csv,nabu-library.csv,virtuoso.csv,enzo.csv,jcl.csv,quickfast.csv,libarchive.csv
agilitybook.csv,0.4,0.35,0.71,1.0,0.0,0.33,0.11,0.29,0.12,0.09,0.96,0.08,0.13,0.33,0.12,0.34,0.82,0.07,0.75,0.37
alpine.csv,0.5,0.0,0.75,0.22,0.16,0.83,0.0,0.42,0.11,0.5,1.0,1.0,0.0,0.5,0.88,0.25,1.0,0.11,0.33,0.39
enzo.csv,0.48,0.28,0.51,0.16,0.09,0.43,0.1,0.13,0.06,0.54,0.86,0.09,0.12,0.44,0.72,0.27,0.99,0.13,0.72,0.48
flylinkdc.csv,0.67,1.0,0.77,0.2,0.0,0.38,0.08,0.2,0.02,0.33,1.0,0.12,0.25,0.43,0.21,0.35,1.0,0.14,0.8,0.75
fw4spl.csv,0.48,0.13,0.57,0.11,0.55,0.26,0.14,1.0,0.25,0.42,0.52,0.0,0.14,0.5,0.46,0.18,0.54,0.14,0.67,0.34
grisbi.csv,0.52,0.34,0.51,0.15,0.09,0.41,0.12,0.13,0.07,0.55,1.0,0.11,0.11,0.41,0.66,0.29,0.9,0.12,0.69,0.63
jcae.csv,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.21,0.0,0.0
jcl.csv,0.44,0.44,0.67,0.26,0.41,0.0,0.0,0.08,0.24,0.22,0.0,0.07,0.08,0.3,0.0,0.18,1.0,1.0,0.58,0.44
libarchive.csv,0.5,0.39,0.57,0.2,0.11,0.44,0.13,0.18,0.09,0.62,0.88,0.15,0.04,0.35,0.64,0.29,0.96,0.13,0.71,1.0
mimosa.csv,0.5,0.3,0.52,0.19,0.09,0.48,0.19,0.11,0.14,1.0,0.94,0.15,0.1,0.17,0.41,0.18,0.79,0.21,0.75,0.41
n2cms.csv,0.5,0.27,0.5,0.39,0.1,0.98,0.14,0.11,0.06,0.44,0.0,0.08,0.0,1.0,0.63,0.34,0.79,0.15,0.88,0.53
nabu-library.csv,0.47,0.32,0.38,0.16,0.5,0.44,0.12,0.16,0.41,0.39,0.97,0.1,0.13,0.41,1.0,0.34,0.66,0.12,0.51,0.19
net-snmp.csv,1.0,0.35,0.68,0.24,0.08,0.5,0.09,0.21,0.05,0.6,0.97,0.17,0.15,0.44,0.74,0.31,0.93,0.18,0.65,0.61
ossbuild.csv,0.53,0.53,0.52,0.25,0.13,0.43,0.38,0.17,1.0,0.68,1.0,0.16,0.07,0.39,0.22,0.52,0.88,0.38,0.8,0.52
quickfast.csv,0.47,0.39,0.54,0.15,0.07,0.48,0.15,0.16,0.1,0.56,1.0,0.12,0.0,0.41,0.6,0.27,0.89,0.14,1.0,0.44
tcvp.csv,0.62,0.29,0.42,0.24,0.0,0.37,0.13,0.08,0.05,0.21,0.75,0.06,1.0,0.67,0.76,0.0,1.0,0.15,0.73,0.71
vdsf.csv,0.44,0.2,0.51,0.12,0.95,0.38,0.08,0.12,0.13,0.44,0.8,0.08,0.11,0.4,0.51,0.24,0.79,0.13,0.57,0.38
virtuoso.csv,0.53,0.29,0.51,0.24,0.09,0.36,0.12,0.16,0.14,0.53,0.84,0.12,0.05,0.0,0.39,0.98,0.93,0.16,0.67,0.41
xbrlapi.csv,0.45,0.29,1.0,0.1,0.09,0.43,0.13,0.12,0.13,0.57,0.87,0.12,0.13,0.33,0.62,0.23,0.69,0.05,0.65,0.44
yarp.csv,0.55,0.56,0.41,0.18,0.11,0.37,0.28,0.15,0.29,0.67,0.9,0.13,0.15,1.0,0.48,0.12,0.91,0.09,0.76,0.5
