,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,ofbiz.csv,ibatisdb.csv
cleartk.csv,104.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,13.0,2.0,175.0,0.0,3.0,9.0
encog-cs.csv,56.0,0.0,9.0,1.0,1.0,1.0,0.0,0.0,1.0,14.0,318.0,0.0,2.0,17.0
extprosys.csv,70.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,6.0,224.0,0.0,1.0,17.0
ibatisdb.csv,104.0,0.0,8.0,0.0,6.0,4.0,0.0,0.0,0.0,6.0,28.0,9.0,1.0,0.0
intact.csv,104.0,0.0,4.0,1.0,6.0,0.0,0.0,0.0,0.0,19.0,262.0,0.0,0.0,18.0
japano.csv,78.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,16.0,5.0,319.0,0.0,2.0,17.0
lockss.csv,104.0,54.0,2.0,116.0,104.0,102.0,0.0,0.0,0.0,0.0,374.0,0.0,3.0,7.0
ofbiz.csv,104.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,4.0,4.0,32.0,1.0,0.0,4.0
officefloor.csv,104.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,21.0,2.0,0.0,1.0,17.0
opennms.csv,104.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,3.0,55.0,0.0,0.0,13.0
rohxel.csv,55.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,7.0,186.0,9.0,0.0,11.0
roolo.csv,10.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,13.0,2.0,293.0,0.0,9.0,20.0
sevenupdate.csv,75.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,16.0,12.0,323.0,4.0,2.0,17.0
