,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,ofbiz.csv,ibatisdb.csv
cleartk.csv,0.0,0.0,0.46,1.0,0.54,0.66,0.69,0.3,0.32,0.45,0.59,0.48,0.58,0.63
encog-cs.csv,0.73,0.46,0.13,0.26,0.34,0.41,0.0,0.56,0.96,0.35,0.51,0.38,0.47,0.17
extprosys.csv,0.43,0.49,0.93,0.51,0.45,0.57,0.5,0.63,0.58,0.44,0.54,0.63,0.41,0.42
ibatisdb.csv,0.0,0.21,0.2,0.24,0.17,0.23,0.27,0.28,0.11,0.21,0.13,0.06,0.21,0.98
intact.csv,0.0,0.51,0.23,0.48,0.49,0.94,0.44,0.35,0.45,0.54,0.6,0.39,0.49,0.25
japano.csv,0.17,0.0,0.71,0.56,0.28,0.37,0.6,1.0,0.0,0.4,0.09,0.21,0.37,0.09
lockss.csv,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.09,0.06,0.93,0.13,0.35,0.06,0.1
ofbiz.csv,0.0,0.55,0.54,0.5,0.25,0.43,0.43,0.34,0.48,0.31,0.68,0.12,0.99,0.36
officefloor.csv,0.0,0.35,0.18,0.42,0.4,0.47,0.31,0.54,0.02,0.17,0.8,0.55,0.02,0.37
opennms.csv,0.0,0.49,0.32,0.24,0.99,0.16,0.5,0.13,0.27,0.17,0.25,0.29,0.19,0.1
rohxel.csv,0.62,0.45,0.65,0.7,0.52,0.63,1.0,0.6,0.6,0.67,0.69,0.35,0.52,0.63
roolo.csv,0.97,0.19,0.18,0.1,0.13,0.31,0.12,0.2,0.14,0.41,0.24,1.0,0.21,0.2
sevenupdate.csv,0.24,1.0,0.0,0.0,0.35,0.13,0.12,0.0,0.32,0.27,0.05,0.24,0.51,0.0
