,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,glas.csv,hannosset.csv,jcl.csv,gmerlin.csv
chipster.csv,1.0,0.61,0.83,0.89,0.99,0.53,0.85,0.96,1.01,0.98,0.68,0.89,0.65,1.0,0.73,0.79,1.0
fontforge.csv,0.95,0.9,1.0,1.0,0.99,0.73,0.96,0.32,0.83,0.93,0.75,0.86,0.86,0.83,1.0,0.98,0.84
glas.csv,0.64,0.68,0.54,0.73,0.84,0.75,0.63,0.84,0.72,0.81,0.93,0.79,0.67,0.42,0.51,1.0,0.65
gmerlin.csv,0.95,0.77,0.7,0.82,1.0,0.58,0.9,1.0,0.72,1.0,0.76,0.59,0.78,0.71,0.96,1.0,0.52
hannosset.csv,0.54,0.9,0.79,0.96,0.65,0.8,1.02,0.57,0.73,0.86,0.79,0.79,0.89,0.87,0.4,0.87,0.87
hatari.csv,0.75,0.63,0.42,0.81,0.89,0.58,0.77,0.97,0.96,0.9,0.33,0.93,0.8,0.82,0.62,0.94,0.64
jaolt.csv,0.58,0.68,0.57,0.79,0.89,0.65,0.29,0.65,0.48,0.98,0.37,0.79,0.52,0.87,0.88,0.89,0.63
jcl.csv,0.72,0.57,0.74,0.58,0.6,0.59,0.69,0.62,0.84,0.8,0.52,0.75,0.7,0.92,0.41,0.33,0.69
ltp.csv,0.77,0.7,0.88,0.68,0.47,0.72,1.32,0.7,0.77,0.61,0.5,0.49,0.85,0.76,0.87,0.87,0.69
mia.csv,0.64,0.84,0.69,0.82,0.95,0.77,0.38,0.56,0.84,0.98,0.61,0.49,0.84,0.95,1.0,0.82,0.66
net-snmp.csv,0.52,0.59,0.78,0.82,0.79,0.74,0.29,0.82,0.7,0.83,0.73,0.72,0.87,0.83,1.05,0.86,0.7
opde.csv,1.0,0.61,1.0,0.53,0.99,0.65,0.38,0.84,0.66,1.0,0.49,0.96,0.73,0.81,0.84,0.96,0.74
oppna-program-hsatools.csv,0.66,0.53,0.62,1.0,0.67,0.56,0.81,0.97,0.88,0.95,0.19,0.99,0.53,0.84,0.54,0.72,0.69
powerfolder-.csv,0.78,0.4,0.61,0.99,0.73,0.79,0.46,0.81,0.81,0.83,0.7,0.99,0.64,0.72,0.84,0.74,0.6
qlc.csv,0.98,0.69,0.9,0.62,0.94,0.55,0.13,1.0,0.54,0.76,0.64,0.82,0.59,0.5,0.67,0.58,0.94
tcl.csv,0.81,0.9,0.84,0.93,0.69,0.75,1.22,1.0,0.72,0.45,0.77,0.98,0.91,0.92,1.0,1.0,0.93
