,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.46,0.42,0.35,0.21
n2cms.csv,0.63,0.26,0.22,0.24
nassp.csv,0.45,0.29,0.28,0.43
nug.csv,0.43,0.1,0.68,0.21
