,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.38,0.71,0.65,0.42
n2cms.csv,0.75,0.64,0.47,0.92
nassp.csv,0.35,0.36,0.29,0.83
nug.csv,0.85,0.07,0.76,0.5
