,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,99.0,280.5,341.0,867.5
n2cms.csv,194.0,188.0,529.0,461.5
nassp.csv,99.0,185.0,337.0,182.0
nug.csv,196.5,366.5,191.0,599.5
