,jfreereport.csv,arcallians.csv,acegisecurity.csv,gebr.csv,amateur-scrolls.csv,kml.csv,multitude.csv
acegisecurity.csv,0.3,0.67,0.55,0.59,0.52,0.5,0.58
amateur-scrolls.csv,0.18,0.68,0.48,0.0,0.64,0.0,0.46
arcallians.csv,0.3,0.75,0.56,0.61,0.52,0.59,0.57
gebr.csv,0.25,0.69,0.43,0.78,0.48,0.68,0.67
jfreereport.csv,0.31,0.3,0.32,0.25,0.57,0.52,0.24
kml.csv,0.24,0.69,0.44,0.72,0.51,0.77,0.72
multitude.csv,0.28,0.61,0.45,0.8,0.55,0.64,0.73
