,jfreereport.csv,arcallians.csv,acegisecurity.csv,gebr.csv,amateur-scrolls.csv,kml.csv,multitude.csv
acegisecurity.csv,0.54,0.68,0.44,0.58,0.8,0.63,0.64
amateur-scrolls.csv,0.76,0.44,0.56,1.0,0.38,1.0,0.68
arcallians.csv,0.55,0.35,0.45,0.56,0.8,0.53,0.62
gebr.csv,0.9,0.95,0.96,0.36,0.93,0.59,0.75
jfreereport.csv,0.61,0.82,0.78,0.86,0.45,0.64,0.86
kml.csv,0.99,1.0,0.99,0.43,0.83,0.31,0.75
multitude.csv,0.64,0.53,0.68,0.4,0.6,0.65,0.39
