,jfreereport.csv,arcallians.csv,acegisecurity.csv,gebr.csv,amateur-scrolls.csv,kml.csv,multitude.csv
acegisecurity.csv,0.35,0.65,0.3,0.16,0.8,0.15,0.49
amateur-scrolls.csv,0.33,0.15,0.19,0.0,0.35,0.0,0.15
arcallians.csv,0.46,0.22,0.4,0.08,0.8,0.18,0.42
gebr.csv,0.9,0.95,0.96,0.16,0.93,0.56,0.73
jfreereport.csv,0.19,0.05,0.07,0.0,0.28,0.03,0.03
kml.csv,0.99,1.0,0.99,0.03,0.83,0.18,0.75
multitude.csv,0.62,0.22,0.64,0.32,0.59,0.62,0.25
