,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,dataobjectsdotnet.csv,loki-lib.csv,gnome-jabber.csv
avifile.csv,0.07,1.0,0.01,0.0,0.1,0.46,0.07,0.34,0.27,0.47,0.7,1.0,0.3,0.23,0.63,0.08,0.15,0.43,0.86,0.57
baadengine.csv,0.75,0.8,0.24,1.0,0.56,0.35,1.0,0.95,1.0,0.8,0.85,1.0,1.0,0.89,0.89,1.0,0.79,0.6,1.0,1.0
bibedt.csv,0.25,0.6,0.17,1.0,0.44,0.69,0.8,0.31,0.65,0.27,0.65,1.0,0.5,0.51,0.26,0.2,0.21,0.41,0.34,0.24
cascading.csv,0.66,0.2,0.88,1.0,0.78,0.77,0.73,0.75,0.74,0.47,0.7,0.5,0.7,0.66,0.44,0.4,0.79,0.45,0.31,0.08
dataobjectsdotnet.csv,0.62,0.8,0.58,1.0,0.41,0.19,0.9,0.67,0.19,0.93,0.9,0.0,0.6,0.29,0.89,0.48,0.45,0.61,0.86,0.0
gnome-jabber.csv,0.3,0.0,0.18,0.0,0.34,0.15,0.17,0.42,0.21,0.77,0.3,1.0,0.4,0.46,0.33,0.2,0.39,0.24,0.62,0.62
gogoego.csv,0.1,0.0,0.11,1.0,0.44,0.58,0.9,0.51,0.34,0.77,0.4,0.0,0.4,0.31,0.3,0.24,0.85,0.26,0.1,0.51
httpcontentparser.csv,0.19,0.2,0.27,0.0,0.63,0.0,0.0,0.54,0.85,0.17,0.75,0.5,0.4,0.4,0.85,0.44,0.5,0.35,0.38,0.02
impala.csv,0.12,0.8,0.38,1.0,0.73,0.96,0.47,0.47,0.6,0.1,0.85,0.0,0.9,0.51,0.15,0.56,0.41,0.58,0.72,0.64
jaxlib.csv,0.29,0.2,0.18,0.0,0.73,0.58,0.47,0.65,0.18,0.7,0.65,1.0,0.5,0.63,0.11,0.24,0.5,0.27,0.38,0.05
jgameai.csv,0.0,0.0,0.01,0.0,0.17,0.54,0.27,0.07,0.08,0.03,0.05,0.5,0.4,0.03,0.0,0.0,0.02,0.02,0.0,0.49
jhotdraw.csv,0.75,0.8,0.88,1.0,0.9,0.81,0.0,0.88,0.55,0.47,0.3,0.5,0.2,0.23,0.44,0.36,0.84,0.59,0.28,0.47
loki-lib.csv,0.75,0.4,0.51,1.0,0.59,0.5,1.0,0.66,0.69,0.83,0.75,0.5,0.5,0.71,0.48,0.68,0.41,0.55,0.72,0.97
patterntesting.csv,0.97,0.8,0.89,1.0,1.0,1.0,0.9,0.95,0.95,0.6,1.0,1.0,0.9,0.97,1.0,0.8,0.97,0.91,0.83,0.51
pokeglobal.csv,0.92,1.0,0.97,1.0,0.73,0.23,1.0,0.46,0.95,0.8,0.95,0.0,1.0,0.34,0.74,0.8,0.6,0.64,0.45,0.02
snakeyaml.csv,0.38,0.0,0.23,1.0,0.49,0.19,0.77,0.25,0.76,0.33,0.1,0.0,0.0,0.06,0.74,0.08,0.28,0.3,0.0,0.2
unflobtactical.csv,0.74,0.6,0.9,1.0,0.59,1.0,0.23,0.61,0.66,0.7,0.85,0.5,0.8,0.71,0.26,0.44,0.58,0.36,0.38,0.71
werx.csv,0.98,1.0,0.96,1.0,0.98,1.0,1.0,0.87,1.0,0.97,1.0,1.0,1.0,0.97,0.96,0.96,0.97,0.98,1.0,1.0
zealos.csv,0.04,0.2,0.04,0.0,0.07,0.19,0.77,0.1,0.05,0.27,0.0,0.0,0.0,0.0,0.0,0.04,0.08,0.05,0.07,0.01
