,sabbu.csv,vxl.csv,kdenlive.csv,zact.csv,optalgtoolkit.csv,tokratan.csv,boost-sandbox.csv,foursquared.csv,jasperreports.csv
boost-sandbox.csv,5.0,0.0,3.0,0.0,1.0,25.0,2.0,0.0,38.0
foursquared.csv,0.0,150.0,0.0,125.0,49.0,8.0,147.0,0.0,55.0
jasperreports.csv,4.0,0.0,3.0,125.0,0.0,1.0,2.0,10.0,18.0
kdenlive.csv,0.0,8.0,3.0,4.0,0.0,2.0,0.0,0.0,304.0
optalgtoolkit.csv,2.0,1.0,2.0,4.0,0.0,34.0,0.0,0.0,130.0
sabbu.csv,0.0,0.0,3.0,12.0,0.0,41.0,0.0,0.0,108.0
tokratan.csv,1.0,0.0,0.0,15.0,0.0,10.0,0.0,1.0,133.0
vxl.csv,1.0,0.0,0.0,18.0,0.0,16.0,0.0,1.0,66.0
zact.csv,4.0,10.0,6.0,5.0,49.0,22.0,0.0,2.0,502.0
