,sabbu.csv,vxl.csv,kdenlive.csv,zact.csv,optalgtoolkit.csv,tokratan.csv,boost-sandbox.csv,foursquared.csv,jasperreports.csv
boost-sandbox.csv,0.84,0.38,0.72,0.43,0.26,0.53,0.65,0.88,0.62
foursquared.csv,0.03,0.0,0.3,0.0,0.0,0.27,0.0,0.92,0.15
jasperreports.csv,0.47,0.78,0.87,0.0,0.37,0.2,0.8,0.42,0.96
kdenlive.csv,0.67,0.76,0.7,0.57,0.95,0.8,0.5,0.79,0.96
optalgtoolkit.csv,0.5,0.54,0.59,0.43,0.68,0.4,0.28,0.88,0.92
sabbu.csv,0.69,0.59,0.68,0.86,0.16,0.8,0.62,1.0,0.62
tokratan.csv,0.62,0.38,0.35,0.71,0.63,0.6,0.27,0.08,0.92
vxl.csv,0.59,0.51,0.7,0.71,0.53,0.6,0.55,0.54,0.54
zact.csv,0.48,0.03,0.54,0.71,0.0,0.4,0.34,0.92,0.0
