,unladen-swallow.csv,flylegacy.csv,gotjava.csv,novembre.csv,k3d.csv,qtwin.csv,empserver.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,acdk.csv,galaxium.csv,auber.csv,cortex-vfx.csv,duplicati.csv,linux-ntfs.csv,growl-for-windows.csv,tweetsharp.csv,libarchive.csv
acdk.csv,0.31,0.69,0.0,0.44,0.21,0.01,0.36,0.27,0.33,0.57,0.67,0.44,0.56,0.4,0.41,0.66,0.59,0.64,0.51
auber.csv,0.21,0.64,0.0,0.51,0.28,0.0,0.61,0.16,0.79,0.42,0.38,0.44,0.8,0.35,0.83,0.63,0.35,0.68,0.58
cortex-vfx.csv,0.32,0.55,0.0,0.44,0.33,0.01,0.42,0.29,0.66,0.42,0.34,0.51,0.6,0.42,0.45,0.61,0.28,0.63,0.55
empserver.csv,0.28,0.83,0.0,0.53,0.23,0.01,0.67,0.14,0.32,0.53,0.49,0.39,0.61,0.37,0.27,0.65,0.36,0.7,0.54
flylegacy.csv,0.2,0.76,0.0,0.43,0.29,0.01,0.56,0.3,0.78,0.47,0.55,0.39,0.73,0.37,0.92,0.66,0.75,0.77,0.5
galaxium.csv,0.33,0.76,0.0,0.49,0.15,0.01,0.32,0.29,0.58,0.56,0.61,0.69,0.56,0.42,0.65,0.55,0.49,0.53,0.58
growl-for-windows.csv,0.0,0.0,0.0,0.46,0.0,0.0,0.05,0.34,0.85,0.51,0.0,0.47,0.41,0.0,0.96,0.58,0.82,0.72,0.37
k3d.csv,0.17,0.38,0.14,0.31,0.6,0.0,0.61,0.33,0.16,0.36,0.0,0.45,0.49,0.14,0.22,0.35,0.05,0.31,0.59
libarchive.csv,0.22,0.78,0.01,0.41,0.24,0.01,0.56,0.33,0.86,0.5,0.54,0.45,0.7,0.38,0.99,0.58,0.76,0.72,0.65
linux-ntfs.csv,0.31,0.69,0.01,0.47,0.23,0.02,0.36,0.24,0.78,0.38,0.51,0.42,0.68,0.39,0.87,0.62,0.54,0.7,0.59
m-a-d-n-e-s-s.csv,0.34,0.55,0.0,0.44,0.19,0.03,0.58,0.0,0.19,0.63,0.6,0.37,0.43,0.3,0.32,0.55,0.22,0.27,0.68
novembre.csv,0.33,0.68,0.0,0.58,0.15,0.02,0.65,0.0,0.29,0.18,0.52,0.2,0.24,0.16,0.27,0.46,0.27,0.39,0.58
qtwin.csv,0.1,0.17,0.0,0.24,0.27,0.05,0.0,0.11,0.21,0.21,0.2,0.05,0.47,0.38,0.22,0.48,0.1,0.04,0.0
st-filteredstatistics.csv,0.28,0.81,0.0,0.44,0.15,0.01,0.63,0.33,0.85,0.48,0.48,0.51,0.66,0.36,0.88,0.66,0.79,0.44,0.62
tweetsharp.csv,0.15,0.25,0.0,0.35,0.31,0.0,0.27,0.28,0.77,0.43,0.2,0.41,0.62,0.36,0.82,0.33,0.65,0.84,0.27
unladen-swallow.csv,0.3,0.42,0.0,0.33,0.24,0.01,0.41,0.23,0.55,0.37,0.36,0.48,0.19,0.33,0.27,0.14,0.38,0.32,0.56
wishmaster.csv,0.22,0.61,0.02,0.29,0.11,0.01,0.32,0.56,0.09,0.48,0.54,0.37,0.24,0.28,0.64,0.24,0.56,0.09,0.39
