,critterding.csv,firebird.csv,jcae.csv,nosleepsoftware.csv,hydrogen.csv,genecys.csv,monetdb.csv,riff-evolve.csv,mimosa.csv,alpine.csv,acdk.csv,quarkplayer.csv,zoolib.csv,virtuoso.csv,kftpgrabber.csv,xined.csv,openmsx.csv,fmri-dmt.csv,autowikibrowser.csv,libarchive.csv
acdk.csv,0.72,0.63,0.14,0.07,0.43,0.94,0.44,0.75,0.87,0.23,0.99,0.04,0.15,0.36,0.67,0.38,0.31,0.1,0.7,0.74
alpine.csv,0.67,0.52,0.2,0.0,0.5,1.0,0.67,0.9,1.0,1.0,0.31,0.0,0.21,0.25,0.78,0.67,0.56,0.0,0.75,1.0
autowikibrowser.csv,0.5,0.66,0.15,0.55,0.52,0.88,0.53,0.7,0.63,0.11,0.5,0.08,0.1,0.33,0.62,0.22,0.44,0.12,1.0,0.74
critterding.csv,1.0,0.62,0.11,0.29,0.1,0.93,0.43,0.51,0.62,0.06,0.35,0.06,0.1,0.25,0.4,0.2,0.38,0.06,0.59,0.55
firebird.csv,0.53,0.97,0.1,0.08,0.13,0.9,0.52,0.59,0.54,0.09,0.34,0.07,0.14,0.3,0.44,0.23,0.41,0.1,0.61,0.51
fmri-dmt.csv,1.0,0.43,0.0,0.0,0.0,1.0,0.0,0.57,0.5,0.0,0.07,0.14,0.06,0.0,0.0,0.0,0.5,1.0,0.1,0.36
genecys.csv,0.44,0.55,0.11,0.2,0.15,0.98,0.34,0.5,0.48,0.08,0.29,0.07,0.07,0.23,0.32,0.19,0.42,0.1,0.43,0.44
hydrogen.csv,0.53,0.58,0.25,0.29,0.94,0.84,0.81,0.82,0.64,0.13,0.72,0.0,0.09,0.35,0.57,0.33,0.41,0.08,0.43,0.94
jcae.csv,0.0,0.0,1.0,0.0,0.5,0.0,0.8,0.86,1.0,0.0,0.79,0.0,0.0,0.0,0.56,0.5,0.67,0.25,1.0,0.0
kftpgrabber.csv,0.6,0.68,0.13,0.33,0.27,0.88,0.42,0.85,0.77,0.14,0.38,0.1,0.07,0.23,1.0,0.2,0.4,0.08,0.67,0.52
libarchive.csv,0.55,0.64,0.17,0.24,0.3,0.88,0.46,0.6,0.57,0.07,0.43,0.1,0.12,0.29,0.47,0.21,0.38,0.12,0.56,1.0
mimosa.csv,0.51,0.52,0.09,0.15,0.17,0.85,0.41,0.6,1.0,0.07,0.25,0.08,0.1,0.25,0.34,0.23,0.44,0.1,0.47,0.45
monetdb.csv,0.45,0.64,0.2,0.33,0.36,0.92,0.98,0.59,0.29,0.06,0.61,0.06,0.13,0.37,0.55,0.21,0.4,0.06,0.46,0.66
nosleepsoftware.csv,0.35,0.52,0.1,1.0,0.0,0.75,0.28,1.0,0.0,0.11,1.0,0.0,0.06,0.0,0.0,0.0,0.44,0.0,0.64,0.29
openmsx.csv,0.48,0.5,0.05,0.2,0.14,0.88,0.19,0.44,0.21,0.1,0.16,0.06,0.1,0.23,0.19,0.18,1.0,0.14,0.45,0.31
quarkplayer.csv,0.44,0.53,0.03,0.42,0.12,0.67,0.29,0.32,0.0,0.02,0.29,1.0,0.06,0.25,0.31,0.0,0.38,0.09,0.44,0.37
riff-evolve.csv,0.55,0.62,0.16,0.46,0.38,0.89,0.46,0.98,0.4,0.14,0.37,0.05,0.09,0.29,0.47,0.24,0.41,0.12,0.7,0.57
virtuoso.csv,0.54,0.52,0.11,0.26,0.17,0.94,0.32,0.49,0.43,0.08,0.3,0.07,0.09,0.97,0.32,0.29,0.43,0.1,0.45,0.42
xined.csv,0.42,0.55,0.1,0.5,0.22,0.85,0.57,0.55,0.3,0.05,0.65,0.08,0.06,0.39,0.25,1.0,0.41,0.1,0.43,0.57
zoolib.csv,0.62,0.53,0.33,0.33,0.56,0.92,0.56,0.62,1.0,0.2,0.35,0.08,0.85,0.2,0.71,0.31,0.33,0.12,0.67,0.8
