,critterding.csv,firebird.csv,jcae.csv,nosleepsoftware.csv,hydrogen.csv,genecys.csv,monetdb.csv,riff-evolve.csv,mimosa.csv,alpine.csv,acdk.csv,quarkplayer.csv,zoolib.csv,virtuoso.csv,kftpgrabber.csv,xined.csv,openmsx.csv,fmri-dmt.csv,autowikibrowser.csv,libarchive.csv
acdk.csv,0.63,0.64,0.6,0.98,0.45,0.55,0.56,0.74,0.66,0.52,0.06,0.88,0.7,0.69,0.61,0.46,0.93,0.73,0.59,0.72
alpine.csv,0.88,0.93,0.89,1.0,0.75,0.87,0.96,0.9,0.89,0.0,0.96,1.0,0.66,0.98,0.77,0.6,0.86,1.0,0.86,0.88
autowikibrowser.csv,0.75,0.6,0.57,0.63,0.33,0.71,0.53,0.64,0.52,0.71,0.42,0.71,0.75,0.53,0.49,0.65,0.77,0.59,0.05,0.66
critterding.csv,0.03,0.7,0.7,0.65,0.82,0.5,0.63,0.7,0.49,0.84,0.71,0.75,0.66,0.67,0.6,0.71,0.85,0.82,0.62,0.68
firebird.csv,0.59,0.05,0.7,0.97,0.72,0.62,0.47,0.59,0.61,0.73,0.68,0.66,0.63,0.58,0.52,0.61,0.72,0.67,0.5,0.57
fmri-dmt.csv,0.97,0.98,1.0,1.0,1.0,0.94,1.0,0.96,0.95,1.01,0.99,0.74,0.94,1.0,1.0,1.01,0.97,0.0,0.99,0.92
genecys.csv,0.96,0.78,0.96,0.95,0.91,0.11,0.86,0.99,1.0,0.95,1.0,1.0,0.84,1.0,1.0,1.0,0.85,0.9,0.97,0.93
hydrogen.csv,0.74,0.66,0.48,0.78,0.01,0.79,0.72,0.9,0.82,0.84,0.46,1.01,0.85,0.55,0.59,0.81,0.71,0.76,0.79,0.65
jcae.csv,1.0,1.0,0.0,1.0,0.75,1.0,0.91,0.93,0.97,1.0,0.78,1.0,1.0,1.0,0.84,0.9,0.97,0.83,0.89,1.0
kftpgrabber.csv,0.75,0.73,0.71,0.94,0.59,0.81,0.73,0.88,0.57,0.76,0.56,0.75,0.91,0.73,0.0,0.75,0.89,0.76,0.82,0.57
libarchive.csv,0.62,0.56,0.52,0.73,0.38,0.68,0.52,0.58,0.63,0.76,0.48,0.54,0.57,0.59,0.53,0.67,0.77,0.57,0.55,0.02
mimosa.csv,0.7,0.72,0.75,0.88,0.8,1.02,0.56,0.57,0.0,0.79,0.78,0.69,0.68,0.69,0.78,0.77,0.66,0.7,0.84,0.71
monetdb.csv,0.73,0.56,0.59,0.72,0.69,0.68,0.04,0.62,0.91,0.86,0.47,0.75,0.68,0.54,0.49,0.75,0.75,0.82,0.7,0.63
nosleepsoftware.csv,0.87,0.77,0.9,0.12,1.0,0.93,0.86,0.98,1.0,0.61,0.99,1.0,0.83,1.0,1.0,1.0,0.81,1.0,0.84,0.92
openmsx.csv,0.68,0.9,0.94,0.82,0.85,0.89,0.89,0.82,1.06,0.69,0.94,0.87,0.65,0.72,0.92,0.74,0.08,0.58,0.71,0.88
quarkplayer.csv,0.73,0.7,1.0,0.42,0.84,0.97,0.77,0.9,1.0,1.03,0.76,0.27,0.83,0.69,0.76,1.04,0.82,0.72,0.75,0.78
riff-evolve.csv,0.6,0.57,0.54,0.64,0.36,0.66,0.49,0.07,0.81,0.45,0.58,0.81,0.73,0.59,0.53,0.59,0.79,0.62,0.46,0.54
virtuoso.csv,0.66,0.97,0.86,0.98,0.8,0.73,0.97,0.82,0.87,0.99,0.92,0.88,0.93,0.1,0.94,0.57,0.87,0.73,0.9,1.0
xined.csv,0.84,0.8,0.81,0.7,0.57,0.77,0.75,0.79,0.91,0.93,0.76,0.83,0.91,0.79,0.83,0.0,0.7,0.73,0.79,0.57
zoolib.csv,0.86,0.94,0.89,0.88,0.69,0.68,0.89,0.95,0.89,0.84,0.93,0.91,0.26,0.98,0.83,0.64,0.97,0.84,0.74,0.84
