,critterding.csv,firebird.csv,jcae.csv,nosleepsoftware.csv,hydrogen.csv,genecys.csv,monetdb.csv,riff-evolve.csv,mimosa.csv,alpine.csv,acdk.csv,quarkplayer.csv,zoolib.csv,virtuoso.csv,kftpgrabber.csv,xined.csv,openmsx.csv,fmri-dmt.csv,autowikibrowser.csv,libarchive.csv
acdk.csv,0.12,0.27,0.41,0.3,0.12,0.22,0.33,0.09,0.05,0.14,0.0,0.33,0.17,0.18,0.1,0.23,0.12,0.31,0.15,0.07
alpine.csv,0.05,0.08,0.05,0.02,0.04,0.0,0.01,0.01,0.0,0.0,0.03,0.06,0.12,0.02,0.03,0.05,0.07,0.06,0.04,0.0
autowikibrowser.csv,0.24,0.25,0.35,0.11,0.1,0.44,0.21,0.16,0.31,0.23,0.28,0.31,0.24,0.41,0.16,0.42,0.23,0.48,0.0,0.09
critterding.csv,0.0,0.23,0.62,0.57,0.44,0.33,0.26,0.39,0.45,0.67,0.71,0.4,0.45,0.55,0.55,0.37,0.19,0.48,0.24,0.21
firebird.csv,0.51,0.04,0.54,0.26,0.52,0.56,0.27,0.35,0.5,0.29,0.66,0.47,0.25,0.54,0.4,0.47,0.41,0.58,0.31,0.51
fmri-dmt.csv,0.0,0.03,0.04,0.02,0.01,0.0,0.0,0.03,0.05,0.13,0.1,0.12,0.09,0.04,0.02,0.12,0.02,0.0,0.17,0.1
genecys.csv,0.95,0.77,0.96,0.87,0.91,0.11,0.86,0.99,1.0,0.95,1.0,1.0,0.76,1.0,1.0,1.0,0.84,0.9,0.96,0.93
hydrogen.csv,0.22,0.35,0.19,0.21,0.01,0.56,0.03,0.02,0.1,0.09,0.09,0.16,0.16,0.31,0.16,0.09,0.47,0.37,0.3,0.01
jcae.csv,0.0,0.0,0.0,0.0,0.04,0.0,0.01,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.06,0.02,0.01,0.05,0.0,0.0
kftpgrabber.csv,0.15,0.15,0.25,0.04,0.19,0.22,0.19,0.02,0.12,0.13,0.4,0.17,0.13,0.61,0.0,0.28,0.13,0.35,0.07,0.38
libarchive.csv,0.32,0.35,0.51,0.47,0.28,0.56,0.33,0.34,0.31,0.36,0.4,0.41,0.42,0.49,0.31,0.53,0.37,0.47,0.39,0.0
mimosa.csv,0.68,0.59,0.61,0.47,0.8,1.0,0.47,0.38,0.0,0.72,0.49,0.68,0.62,0.36,0.76,0.77,0.53,0.61,0.83,0.68
monetdb.csv,0.39,0.34,0.2,0.21,0.09,0.22,0.01,0.32,0.29,0.23,0.14,0.4,0.22,0.26,0.23,0.26,0.37,0.48,0.41,0.15
nosleepsoftware.csv,0.27,0.29,0.11,0.0,0.07,0.22,0.21,0.0,0.1,0.35,0.0,0.02,0.48,0.04,0.02,0.05,0.19,0.1,0.07,0.18
openmsx.csv,0.39,0.89,0.52,0.34,0.83,0.89,0.42,0.69,0.71,0.68,0.64,0.85,0.56,0.61,0.55,0.63,0.0,0.29,0.5,0.63
quarkplayer.csv,0.54,0.42,0.47,0.4,0.23,0.11,0.58,0.47,0.0,0.6,0.7,0.0,0.42,0.57,0.35,0.3,0.74,0.52,0.35,0.53
riff-evolve.csv,0.37,0.4,0.53,0.15,0.18,0.56,0.44,0.02,0.57,0.42,0.53,0.5,0.34,0.46,0.31,0.51,0.24,0.37,0.2,0.29
virtuoso.csv,0.29,0.97,0.85,0.98,0.8,0.11,0.97,0.78,0.81,0.99,0.92,0.87,0.93,0.01,0.94,0.28,0.87,0.71,0.89,1.0
xined.csv,0.78,0.2,0.24,0.11,0.28,0.44,0.09,0.18,0.33,0.13,0.05,0.15,0.13,0.1,0.39,0.0,0.44,0.29,0.3,0.26
zoolib.csv,0.07,0.06,0.03,0.09,0.04,0.22,0.04,0.03,0.0,0.06,0.06,0.07,0.01,0.03,0.03,0.21,0.04,0.11,0.11,0.03
