,cleartk.csv,intact.csv,miranda-icq.csv,roolo.csv,ofbiz.csv
cleartk.csv,0.84,0.57,0.6,0.85,0.59
intact.csv,0.74,0.67,0.1,0.35,0.77
miranda-icq.csv,0.38,0.43,0.62,0.3,0.61
ofbiz.csv,0.4,0.57,0.62,0.3,0.78
roolo.csv,0.65,0.73,0.75,0.7,0.62
