,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,pcsx2.csv,lufa-lib.csv,wxjs.csv
empserver.csv,0.49,0.48,0.38,0.32,0.61,0.51,0.6,0.56
enlightenment.csv,0.0,0.0,0.0,0.65,0.0,0.05,0.0,0.0
ildjit.csv,0.48,0.69,0.26,0.24,0.42,0.26,0.06,0.0
jfreereport.csv,0.12,0.04,0.48,0.2,0.13,0.32,0.17,0.29
lufa-lib.csv,0.45,0.58,0.49,0.56,0.17,0.61,0.69,0.42
pcsx2.csv,0.28,0.17,0.62,0.65,0.49,0.74,0.3,0.0
psycle.csv,0.62,0.38,0.59,0.66,0.57,0.65,0.56,0.74
wxjs.csv,0.07,0.0,0.07,0.0,0.0,0.05,0.0,0.95
