,jlinalg.csv,arcallians.csv,yale.csv,qmmp.csv
arcallians.csv,0.56,0.68,0.61,0.24
jlinalg.csv,0.82,0.86,0.61,0.68
qmmp.csv,0.76,0.7,0.61,0.7
yale.csv,0.22,0.41,0.48,0.54
