,acegisecurity.csv,wow-qrsk.csv,ppcboot.csv,wxstudio.csv,simplewebservices.csv,uwom.csv
acegisecurity.csv,0.45,0.38,0.71,0.5,0.43,0.38
ppcboot.csv,0.34,0.25,0.68,0.41,0.42,0.3
simplewebservices.csv,0.28,0.19,0.53,0.46,0.55,0.22
uwom.csv,0.47,0.37,0.8,0.43,0.49,0.48
wow-qrsk.csv,0.36,0.44,0.73,1.0,0.58,0.51
wxstudio.csv,0.2,0.08,0.43,0.73,0.67,0.1
