,acegisecurity.csv,wow-qrsk.csv,ppcboot.csv,wxstudio.csv,simplewebservices.csv,uwom.csv
acegisecurity.csv,0.62,0.52,0.48,0.43,0.72,0.51
ppcboot.csv,0.98,0.95,0.58,0.84,0.98,0.96
simplewebservices.csv,0.85,0.98,0.99,0.97,0.66,0.98
uwom.csv,0.5,0.86,0.42,0.86,0.55,0.85
wow-qrsk.csv,0.5,0.87,0.22,0.03,0.22,0.84
wxstudio.csv,0.15,0.29,0.58,0.73,0.02,0.33
