,adaptagrams.csv,go.csv,bibedt.csv,moving-pictures.csv,libmesh.csv,glelite.csv,fulguro.csv
adaptagrams.csv,0.28,0.69,0.62,0.82,0.82,0.86,0.58
bibedt.csv,0.72,0.64,0.46,0.9,0.89,0.7,1.0
fulguro.csv,0.81,1.0,0.98,0.94,0.82,1.02,0.49
glelite.csv,1.0,0.93,1.0,0.98,0.93,0.04,0.74
go.csv,0.71,0.39,0.69,0.69,0.71,0.58,0.89
libmesh.csv,0.92,0.82,0.66,0.82,0.51,0.94,0.88
moving-pictures.csv,0.57,0.76,0.58,0.43,0.87,0.68,0.61
