,vxl.csv,extprosys.csv,taverna.csv,abbot.csv,jsecurity.csv,jnode.csv,freelords.csv,officefloor.csv,aufs.csv,bulmages.csv,matrex.csv,projectfactory.csv,coot.csv,jruby.csv,emono.csv
abbot.csv,0.44,0.0,0.45,0.74,0.3,0.0,0.57,0.09,0.67,0.56,0.05,0.44,0.68,0.0,0.68
aufs.csv,0.26,0.46,0.22,0.6,0.17,0.38,0.41,0.15,0.65,0.28,0.61,0.56,0.18,0.42,0.13
bulmages.csv,0.0,0.22,0.09,0.6,0.36,0.15,0.11,0.0,0.0,0.69,0.68,0.0,0.69,0.07,0.0
coot.csv,0.0,0.3,0.46,0.24,0.42,0.49,0.47,0.34,0.52,0.57,0.58,0.51,0.71,0.54,0.54
emono.csv,0.62,0.46,0.56,0.46,0.52,0.09,0.54,0.6,0.3,0.54,0.51,0.27,0.63,0.37,0.65
extprosys.csv,0.24,0.62,0.0,0.38,0.29,0.44,0.54,0.62,0.1,0.63,0.41,0.6,0.46,0.58,0.49
freelords.csv,0.52,0.42,0.3,0.44,0.5,0.56,0.62,0.73,0.61,0.64,0.69,0.36,0.7,0.47,0.45
jnode.csv,0.36,0.07,0.13,0.38,0.06,0.81,0.1,0.28,0.0,0.37,0.0,0.04,0.64,0.04,0.05
jruby.csv,0.56,0.07,0.66,0.0,0.53,0.37,0.38,0.57,0.0,0.05,0.5,0.32,0.02,0.6,0.15
jsecurity.csv,0.19,0.29,0.09,0.06,0.7,0.67,0.16,0.3,0.27,0.17,0.26,0.16,0.59,0.38,0.46
matrex.csv,0.46,0.11,0.13,0.54,0.12,0.35,0.05,0.5,0.19,0.0,0.84,0.21,0.1,0.23,0.24
officefloor.csv,0.54,0.34,0.25,0.06,0.18,0.61,0.11,0.63,0.54,0.45,0.44,0.35,0.48,0.42,0.56
projectfactory.csv,0.54,0.07,0.3,0.17,0.38,0.53,0.38,0.41,0.66,0.06,0.37,0.65,0.14,0.47,0.39
taverna.csv,0.39,0.11,0.72,0.0,0.12,0.23,0.04,0.0,0.0,0.28,0.0,0.52,0.56,0.04,0.35
vxl.csv,0.52,0.57,0.22,0.19,0.62,0.6,0.43,0.69,0.47,0.46,0.59,0.53,0.21,0.51,0.44
