,umber.csv,openwbem.csv,wpdev.csv,orc.csv,vienna-add-in.csv,ivataopenportal.csv,plato.csv,onotoa.csv,yarp0.csv,rodin-b-sharp.csv,lcfizvtop.csv,elynx.csv,tycho.csv,xcmetadataservicestoolkit.csv,lite.csv,fityk.csv,codesmith.csv,ta3d.csv,jfreechart.csv
codesmith.csv,0.09,0.76,1.0,0.72,0.15,0.14,0.12,0.56,0.66,0.56,0.54,0.25,1.0,0.67,0.44,0.73,0.32,0.38,0.28
fityk.csv,0.87,0.87,0.0,0.83,0.93,0.47,0.75,0.75,0.74,0.71,0.46,0.59,0.54,0.6,0.8,0.32,0.68,0.5,0.89
ivataopenportal.csv,0.84,0.72,0.5,0.95,0.88,0.3,0.75,0.94,0.84,0.86,0.75,0.66,1.0,0.8,0.93,0.86,0.53,0.88,0.97
lcfizvtop.csv,0.2,0.28,0.0,0.72,0.49,0.11,0.62,0.69,0.71,0.44,0.21,0.59,0.82,0.13,0.71,0.73,0.35,0.75,0.88
lite.csv,0.0,0.03,0.5,0.08,0.07,0.3,0.12,0.5,0.16,0.41,0.27,0.32,0.04,0.2,0.34,0.32,0.09,0.06,0.08
onotoa.csv,0.49,0.73,0.0,0.37,0.29,0.7,0.12,0.44,0.47,0.72,0.35,0.51,0.54,0.33,0.49,0.27,0.29,0.62,0.53
openwbem.csv,0.67,0.26,0.0,0.37,0.51,0.64,0.38,0.5,0.63,0.58,0.15,0.32,0.46,0.33,0.2,0.36,0.18,0.31,0.92
orc.csv,0.04,0.2,0.0,0.19,0.15,0.13,0.5,0.19,0.13,0.29,0.33,0.19,0.0,0.67,0.24,0.14,0.15,0.12,0.15
plato.csv,0.98,1.0,1.0,0.97,0.95,0.96,0.25,1.0,1.0,0.95,0.94,1.0,1.0,1.0,0.98,0.95,0.94,1.0,1.0
rodin-b-sharp.csv,0.02,0.02,1.0,0.09,0.1,0.09,0.5,0.31,0.18,0.14,0.33,0.59,0.0,0.2,0.02,0.0,0.65,0.5,0.16
ta3d.csv,0.24,0.12,0.0,0.09,0.29,0.19,0.5,0.12,0.26,0.18,0.0,0.02,0.0,0.0,0.12,0.14,0.26,0.44,0.41
tycho.csv,0.42,0.43,1.0,0.19,0.22,0.65,0.12,0.62,0.29,0.57,0.33,0.32,0.21,0.67,0.29,0.23,0.15,0.44,0.43
umber.csv,0.11,0.53,1.0,0.99,0.76,0.35,1.0,0.75,0.74,0.91,0.71,0.86,0.46,0.6,0.61,0.73,0.97,0.88,0.53
vienna-add-in.csv,0.53,0.55,0.5,0.79,0.32,0.66,0.62,0.62,0.39,0.57,0.15,0.54,0.57,0.47,0.73,0.82,0.47,0.81,0.31
wpdev.csv,0.98,0.99,0.0,0.98,0.98,1.0,1.0,0.88,1.0,1.0,1.0,0.81,0.96,1.0,0.95,1.0,0.88,1.0,1.0
xcmetadataservicestoolkit.csv,0.2,0.55,1.0,0.44,0.37,0.7,0.25,0.44,0.68,0.48,0.6,1.0,0.04,0.33,0.27,0.68,0.62,1.0,0.96
yarp0.csv,0.55,0.47,0.5,0.61,0.61,0.27,0.88,0.56,0.24,0.5,0.71,0.75,0.21,0.6,0.46,0.32,0.71,0.69,0.2
