,ivatamasks.csv,mule.csv,adonthell.csv,libopenmetaverse.csv,decidr.csv,exist.csv,elynx.csv,runuomondains.csv
adonthell.csv,0.82,0.66,0.95,0.4,0.67,0.57,0.03,0.07
decidr.csv,0.69,0.61,0.64,0.61,0.99,0.63,0.0,0.11
exist.csv,0.95,0.68,0.72,0.59,0.75,0.98,0.0,0.19
ivatamasks.csv,1.0,0.64,0.55,0.51,0.61,0.61,0.04,0.11
libopenmetaverse.csv,0.67,0.6,0.51,0.97,0.55,0.55,0.0,0.2
mule.csv,0.83,0.99,1.0,0.57,0.58,0.73,0.0,0.18
runuomondains.csv,0.54,0.88,0.4,1.0,0.41,0.5,0.0,1.0
