,ivatamasks.csv,mule.csv,adonthell.csv,libopenmetaverse.csv,decidr.csv,exist.csv,elynx.csv,runuomondains.csv
adonthell.csv,0.28,0.48,0.06,0.43,0.42,0.81,0.64,0.46
decidr.csv,0.38,0.66,0.21,0.37,0.01,0.44,0.39,0.42
exist.csv,0.02,0.47,0.1,0.34,0.24,0.02,0.36,0.29
ivatamasks.csv,0.0,0.52,0.31,0.57,0.6,0.31,0.39,0.66
libopenmetaverse.csv,1.0,0.79,0.98,0.03,0.99,0.49,0.61,0.41
mule.csv,0.17,0.01,0.0,0.26,0.53,0.2,0.1,0.31
runuomondains.csv,0.28,0.01,0.06,0.0,0.07,0.18,0.08,0.0
