,array4j.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,pustefix.csv,jmonkeyengine.csv,e-bio-flow.csv,jgossipforum.csv,joustsim.csv,reaper3d.csv,ngl.csv,jas.csv
array4j.csv,1.0,0.24,0.27,0.12,0.0,0.23,0.3,0.67,0.0,0.18,0.2,0.3,0.07
e-bio-flow.csv,0.11,0.23,0.18,0.2,0.05,0.37,0.42,1.0,0.08,0.25,0.0,0.39,0.0
jas.csv,0.2,0.38,0.33,0.12,0.0,0.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0
jbpm.csv,0.0,0.0,0.14,1.0,0.0,0.5,0.25,0.4,0.03,0.0,0.0,0.53,0.31
jgossipforum.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0
jmonkeyengine.csv,0.15,0.59,0.25,0.21,0.0,0.31,1.0,0.37,0.03,0.0,0.04,0.66,0.03
joustsim.csv,0.17,0.86,0.25,0.19,0.0,0.36,0.33,0.42,0.07,1.0,0.17,0.69,0.57
log4net.csv,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ngl.csv,0.13,0.27,0.23,0.24,0.03,0.41,0.38,0.41,0.05,0.25,0.12,1.0,0.07
piccolo2d.csv,0.25,0.4,0.93,0.34,0.0,1.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0
pustefix.csv,0.21,0.23,0.18,0.11,0.02,1.0,0.31,0.45,0.02,0.33,0.07,0.38,0.06
reaper3d.csv,0.08,0.37,0.11,0.13,0.0,0.5,0.5,0.44,0.0,0.09,1.0,0.0,0.0
sblim.csv,0.21,1.0,0.38,0.23,0.0,0.4,0.6,0.58,0.0,0.5,0.0,0.24,0.0
