,xbrlapi.csv,codeblocks.csv,utgb.csv,red5.csv,bulmages.csv,proftp.csv,grisbi.csv,t-2.csv,libmesh.csv,tcvp.csv,tart.csv,panda3d.csv,super-tux.csv,soar.csv,skia.csv,zemljanka.csv,tencompetence.csv
bulmages.csv,2.0,154.0,0.0,71.0,0.0,1.0,0.0,20.0,0.0,82.0,0.0,7.0,0.0,1.0,1.0,210.0,0.0
codeblocks.csv,0.0,0.0,0.0,1.0,0.0,1.0,0.0,74.0,0.0,10.0,5.0,3.0,0.0,0.0,5.0,0.0,0.0
grisbi.csv,1.0,5.0,2.0,0.0,0.0,1.0,0.0,85.0,0.0,10.0,4.0,3.0,0.0,0.0,3.0,0.0,0.0
libmesh.csv,0.0,154.0,2.0,0.0,2.0,1.0,0.0,83.0,0.0,19.0,93.0,3.0,0.0,0.0,1.0,0.0,0.0
panda3d.csv,0.0,0.0,2.0,0.0,12.0,4.0,0.0,4.0,0.0,2.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0
proftp.csv,0.0,0.0,1.0,3.0,1.0,0.0,0.0,62.0,3.0,82.0,93.0,0.0,0.0,0.0,3.0,0.0,0.0
red5.csv,0.0,4.0,0.0,0.0,0.0,2.0,4.0,8.0,0.0,18.0,10.0,3.0,0.0,0.0,4.0,0.0,0.0
skia.csv,1.0,1.0,0.0,1.0,7.0,1.0,0.0,21.0,0.0,82.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0
soar.csv,0.0,5.0,2.0,0.0,0.0,2.0,0.0,88.0,0.0,19.0,12.0,3.0,0.0,0.0,6.0,0.0,0.0
super-tux.csv,1.0,4.0,0.0,0.0,0.0,2.0,4.0,5.0,0.0,18.0,9.0,3.0,0.0,0.0,5.0,0.0,0.0
t-2.csv,0.0,5.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,19.0,8.0,3.0,0.0,0.0,8.0,0.0,0.0
tart.csv,0.0,1.0,1.0,0.0,0.0,2.0,0.0,89.0,0.0,16.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
tcvp.csv,1.0,0.0,0.0,0.0,100.0,66.0,0.0,4.0,71.0,1.0,93.0,154.0,0.0,55.0,10.0,1.0,257.0
tencompetence.csv,0.0,1.0,2.0,0.0,8.0,1.0,1.0,88.0,0.0,82.0,93.0,1.0,0.0,0.0,3.0,0.0,0.0
utgb.csv,1.0,0.0,0.0,1.0,0.0,3.0,0.0,818.0,0.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
xbrlapi.csv,0.0,0.0,2.0,0.0,2.0,0.0,0.0,91.0,2.0,82.0,19.0,0.0,0.0,1.0,1.0,210.0,0.0
zemljanka.csv,0.0,1.0,2.0,0.0,0.0,1.0,0.0,88.0,0.0,15.0,8.0,1.0,0.0,1.0,2.0,0.0,0.0
