,xbrlapi.csv,codeblocks.csv,utgb.csv,red5.csv,bulmages.csv,proftp.csv,grisbi.csv,t-2.csv,libmesh.csv,tcvp.csv,tart.csv,panda3d.csv,super-tux.csv,soar.csv,skia.csv,zemljanka.csv,tencompetence.csv
bulmages.csv,0.98,1.0,0.64,1.0,0.47,0.67,0.85,0.93,0.89,1.0,0.43,0.85,0.86,0.71,0.73,1.0,0.83
codeblocks.csv,0.7,0.53,0.61,0.82,0.67,0.64,0.57,0.64,0.57,0.85,0.78,0.84,0.31,0.94,0.76,0.93,0.86
grisbi.csv,0.84,0.72,0.81,0.97,0.73,0.78,0.21,0.92,0.92,0.82,0.71,0.72,0.61,0.88,0.77,0.67,0.91
libmesh.csv,0.87,1.0,0.86,0.95,0.83,1.05,0.94,0.99,0.45,0.89,1.0,0.89,0.9,0.77,0.96,0.99,0.73
panda3d.csv,0.86,0.64,0.69,0.73,0.79,0.77,0.48,0.9,0.84,0.5,0.72,0.58,0.82,0.71,0.66,0.61,0.82
proftp.csv,0.86,0.84,0.67,0.94,0.69,0.34,0.69,1.01,0.91,1.0,1.01,0.66,0.91,0.77,0.6,0.8,0.9
red5.csv,0.85,0.81,0.64,0.46,0.86,0.68,1.02,0.67,0.68,0.99,0.94,0.9,0.41,0.93,0.79,0.89,0.83
skia.csv,0.65,0.74,0.56,0.58,0.55,0.4,0.61,0.58,0.85,1.0,0.65,0.63,0.93,0.78,0.43,0.6,0.81
soar.csv,0.94,1.0,0.93,0.94,1.0,1.0,1.0,0.95,1.0,1.0,0.99,1.0,1.0,0.41,1.0,1.0,0.91
super-tux.csv,0.84,0.85,0.61,0.61,0.74,0.78,1.06,0.63,0.59,0.97,0.77,0.76,0.08,0.87,0.83,0.89,0.81
t-2.csv,0.72,0.81,0.68,0.76,0.79,0.91,1.01,0.42,0.5,1.0,0.69,0.79,0.81,0.86,0.87,1.03,0.82
tart.csv,0.73,0.88,0.75,0.79,0.54,0.78,0.44,0.77,0.78,0.92,0.24,0.73,0.65,0.93,0.69,0.96,0.88
tcvp.csv,0.93,0.84,0.97,0.98,1.0,1.0,0.98,0.9,1.0,0.35,1.02,1.0,0.99,1.0,0.95,0.98,1.0
tencompetence.csv,0.65,0.92,0.78,0.86,0.77,0.97,0.88,0.95,0.74,1.0,1.05,0.72,0.81,0.65,0.76,0.81,0.34
utgb.csv,0.97,0.62,0.36,0.73,0.7,0.61,0.62,1.0,0.85,0.64,0.56,0.61,0.57,0.81,0.58,0.57,0.83
xbrlapi.csv,0.53,0.95,0.82,0.78,0.63,0.74,0.51,0.66,0.79,1.0,0.83,0.8,1.01,0.85,0.92,1.0,0.8
zemljanka.csv,0.94,0.59,1.0,0.97,0.77,0.84,0.4,1.0,0.91,0.93,0.74,0.7,0.86,0.96,0.73,0.2,0.92
