,recall,precision,pf,pci_20,ifa,wins
bulmages.csv,0.15,0.33,0.1,0.71,1.0,3
codeblocks.csv,0.61,0.54,0.51,0.48,0.0,11
grisbi.csv,0.88,0.5,0.78,0.44,1.0,5
libmesh.csv,0.14,0.38,0.23,0.92,1.0,9
panda3d.csv,0.44,0.44,0.33,0.65,0.0,12
proftp.csv,0.16,0.53,0.19,0.59,0.0,13
red5.csv,0.8,0.5,0.79,0.44,0.0,7
skia.csv,0.41,0.57,0.29,0.46,1.0,8
soar.csv,1.0,0.49,1.0,0.41,0.0,6
super-tux.csv,0.77,0.45,0.7,0.45,1.0,1
t-2.csv,0.54,0.54,0.63,0.67,0.0,15
tart.csv,0.56,0.51,0.5,0.53,0.0,10
tcvp.csv,0.02,0.26,0.04,0.67,4.0,0
tencompetence.csv,0.3,0.5,0.3,0.83,1.0,16
utgb.csv,0.42,0.5,0.23,0.56,0.0,14
xbrlapi.csv,0.27,0.48,0.27,0.5,1.0,4
zemljanka.csv,0.89,0.49,0.8,0.41,1.0,2
