,xbrlapi.csv,codeblocks.csv,utgb.csv,red5.csv,bulmages.csv,proftp.csv,grisbi.csv,t-2.csv,libmesh.csv,tcvp.csv,tart.csv,panda3d.csv,super-tux.csv,soar.csv,skia.csv,zemljanka.csv,tencompetence.csv
bulmages.csv,0.02,0.0,0.37,0.0,0.71,0.33,0.15,0.08,0.12,0.0,0.6,0.17,0.14,0.42,0.3,0.0,0.2
codeblocks.csv,0.69,0.79,0.4,0.19,0.57,0.7,0.56,0.43,0.77,0.89,0.8,0.56,0.76,0.06,0.61,0.73,0.2
grisbi.csv,0.74,0.74,0.89,0.98,0.86,0.97,0.8,0.69,0.88,0.89,1.0,0.88,0.87,0.74,0.91,0.92,0.95
libmesh.csv,0.14,0.0,0.17,0.07,0.19,0.03,0.17,0.04,0.69,0.56,0.0,0.12,0.33,0.52,0.04,0.01,0.37
panda3d.csv,0.17,0.46,0.54,0.56,0.24,0.33,0.52,0.14,0.19,0.56,0.4,0.52,0.44,0.39,0.65,0.49,0.26
proftp.csv,0.14,0.16,0.37,0.07,0.33,0.8,0.32,0.06,0.15,0.0,0.0,0.38,0.09,0.58,0.43,0.2,0.13
red5.csv,0.79,0.85,0.63,0.74,0.67,0.8,0.58,0.8,0.81,0.89,1.0,0.79,0.92,0.71,0.87,0.93,0.49
skia.csv,0.45,0.28,0.63,0.51,0.57,0.73,0.41,0.48,0.23,0.0,0.4,0.44,0.07,0.39,0.65,0.4,0.3
soar.csv,0.86,1.0,0.77,0.91,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,0.65,1.0,1.0,0.91
super-tux.csv,0.38,0.91,0.63,0.56,0.76,1.0,0.65,0.87,0.73,1.0,0.8,0.77,0.92,0.16,0.91,0.99,0.35
t-2.csv,0.45,0.84,0.34,0.26,0.81,0.1,0.88,0.62,0.54,1.0,1.0,0.48,0.91,0.81,0.26,0.49,0.48
tart.csv,0.29,0.13,0.69,0.56,0.57,1.0,0.89,0.47,0.58,1.0,1.0,0.29,0.38,0.71,0.52,0.04,0.33
tcvp.csv,0.07,0.16,0.03,0.02,0.0,0.0,0.02,0.1,0.0,0.78,0.0,0.0,0.01,0.0,0.09,0.03,0.0
tencompetence.csv,0.43,0.09,0.26,0.19,0.33,0.07,0.12,0.37,0.81,0.0,0.0,0.44,0.45,0.61,0.3,0.2,0.82
utgb.csv,0.05,0.45,0.71,0.3,0.33,0.63,0.38,0.0,0.19,0.56,0.6,0.42,0.43,0.26,0.52,0.48,0.21
xbrlapi.csv,0.71,0.05,0.54,0.63,0.43,0.27,0.5,0.45,0.27,0.0,0.2,0.25,0.01,0.87,0.09,0.0,0.25
zemljanka.csv,0.83,0.7,1.0,0.95,0.9,0.93,0.82,0.99,0.46,0.89,1.0,0.71,0.68,0.94,0.87,0.8,0.99
