,xbrlapi.csv,codeblocks.csv,utgb.csv,red5.csv,bulmages.csv,proftp.csv,grisbi.csv,t-2.csv,libmesh.csv,tcvp.csv,tart.csv,panda3d.csv,super-tux.csv,soar.csv,skia.csv,zemljanka.csv,tencompetence.csv
bulmages.csv,0.08,0.0,0.1,0.0,0.38,0.05,0.0,0.13,0.13,0.0,0.16,0.14,0.0,0.4,0.22,0.0,0.23
codeblocks.csv,0.62,0.49,0.13,0.07,0.51,0.57,0.36,0.3,0.52,0.84,0.75,0.72,0.2,0.0,0.65,0.89,0.32
grisbi.csv,0.8,0.67,0.81,0.97,0.71,0.78,0.07,0.87,0.91,0.81,0.71,0.71,0.6,0.84,0.76,0.67,0.91
libmesh.csv,0.15,0.05,0.23,0.17,0.18,0.41,0.43,0.26,0.33,0.77,0.04,0.14,0.6,0.6,0.07,0.0,0.38
panda3d.csv,0.22,0.33,0.52,0.59,0.2,0.38,0.0,0.26,0.24,0.23,0.39,0.33,0.6,0.36,0.57,0.33,0.36
proftp.csv,0.08,0.03,0.23,0.1,0.19,0.27,0.07,0.36,0.35,0.0,0.12,0.21,0.0,0.64,0.2,0.0,0.23
red5.csv,0.82,0.79,0.52,0.38,0.79,0.65,0.93,0.64,0.65,0.99,0.94,0.88,0.4,0.88,0.78,0.89,0.65
skia.csv,0.35,0.15,0.42,0.31,0.35,0.3,0.14,0.26,0.37,0.04,0.26,0.29,0.0,0.48,0.26,0.0,0.4
soar.csv,0.92,1.0,0.9,0.93,1.0,1.0,1.0,0.93,1.0,1.0,0.99,1.0,1.0,0.2,1.0,1.0,0.9
super-tux.csv,0.57,0.85,0.48,0.41,0.7,0.78,1.0,0.61,0.52,0.97,0.74,0.72,0.0,0.24,0.83,0.89,0.48
t-2.csv,0.48,0.79,0.16,0.17,0.76,0.14,1.0,0.17,0.2,1.0,0.69,0.59,0.8,0.84,0.46,0.89,0.63
tart.csv,0.15,0.1,0.68,0.66,0.32,0.78,0.43,0.56,0.65,0.92,0.24,0.19,0.2,0.88,0.5,0.0,0.57
tcvp.csv,0.08,0.1,0.03,0.0,0.04,0.0,0.0,0.02,0.0,0.27,0.19,0.05,0.0,0.0,0.26,0.11,0.1
tencompetence.csv,0.3,0.15,0.23,0.28,0.39,0.27,0.07,0.71,0.72,0.0,0.33,0.45,0.6,0.52,0.3,0.11,0.29
utgb.csv,0.18,0.28,0.23,0.21,0.21,0.49,0.0,0.04,0.26,0.46,0.39,0.19,0.0,0.32,0.33,0.22,0.26
xbrlapi.csv,0.45,0.03,0.68,0.69,0.28,0.05,0.07,0.36,0.3,0.01,0.24,0.27,0.2,0.84,0.07,0.0,0.29
zemljanka.csv,0.92,0.51,1.0,0.97,0.76,0.84,0.36,1.0,0.74,0.92,0.74,0.64,0.8,0.96,0.72,0.0,0.92
