,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,dataobjectsdotnet.csv,loki-lib.csv,gnome-jabber.csv
avifile.csv,0.11,0.45,0.03,0.0,0.22,0.43,0.11,0.32,0.26,0.52,0.17,0.08,0.24,0.37,0.3,0.08,0.37,0.45,0.51,0.73
baadengine.csv,0.8,0.12,0.31,0.03,0.62,0.15,0.47,0.43,0.31,0.64,0.22,0.08,0.34,0.7,0.41,0.22,0.79,0.47,0.56,0.97
bibedt.csv,0.28,0.11,0.27,0.04,0.57,0.49,0.56,0.34,0.33,0.42,0.26,0.08,0.54,0.57,0.36,0.19,0.46,0.4,0.39,0.3
cascading.csv,0.82,0.09,0.94,0.05,0.72,0.49,0.53,0.38,0.33,0.63,0.28,0.05,0.41,0.73,0.25,0.18,0.8,0.47,0.47,0.14
dataobjectsdotnet.csv,0.63,0.12,0.77,0.05,0.52,0.18,0.61,0.4,0.19,0.52,0.25,0.0,0.34,0.41,0.26,0.17,0.56,0.58,0.55,0.0
gnome-jabber.csv,0.61,0.04,0.73,0.0,0.7,0.33,0.43,0.4,0.32,0.56,0.22,0.09,0.27,0.66,0.38,0.23,0.81,0.53,0.51,0.74
gogoego.csv,0.49,0.0,0.57,0.06,0.54,0.22,0.62,0.41,0.23,0.64,0.25,0.12,0.35,0.62,0.29,0.12,0.84,0.43,0.36,0.67
httpcontentparser.csv,0.41,0.05,0.46,0.0,0.63,0.06,0.12,0.36,0.32,0.18,0.44,0.05,0.32,0.56,0.25,0.2,0.62,0.41,0.4,0.04
impala.csv,0.08,0.18,0.15,0.04,0.61,0.47,0.41,0.26,0.24,0.16,0.2,0.0,0.31,0.43,0.07,0.34,0.15,0.27,0.42,0.61
jaxlib.csv,0.43,0.07,0.39,0.0,0.67,0.42,0.52,0.4,0.21,0.51,0.24,0.57,0.42,0.72,0.15,0.15,0.63,0.34,0.43,0.1
jgameai.csv,0.76,0.2,0.17,0.0,0.3,0.43,0.0,0.23,0.12,0.35,0.12,0.12,0.24,0.47,0.23,0.19,0.5,0.15,0.44,0.65
jhotdraw.csv,0.71,0.14,0.91,0.03,0.68,0.46,0.0,0.37,0.48,0.31,0.14,0.07,0.13,0.3,0.19,0.14,0.81,0.51,0.23,0.26
loki-lib.csv,0.38,0.13,0.81,0.02,0.62,0.32,0.48,0.36,0.31,0.56,0.24,0.06,0.34,0.62,0.29,0.17,0.41,0.46,0.66,0.97
patterntesting.csv,0.85,0.11,0.93,0.02,0.76,0.46,0.46,0.39,0.32,0.67,0.2,0.08,0.31,0.73,0.24,0.17,0.87,0.54,0.53,0.92
pokeglobal.csv,0.86,0.15,0.97,0.09,0.75,0.24,0.47,0.36,0.28,0.59,0.21,0.0,0.33,0.49,0.21,0.26,0.57,0.56,0.48,0.06
snakeyaml.csv,0.48,0.1,0.24,0.06,0.44,0.27,0.46,0.33,0.37,0.49,0.29,0.13,0.0,0.55,0.45,0.12,0.43,0.36,0.17,0.39
unflobtactical.csv,0.83,0.13,0.93,0.03,0.65,0.48,0.43,0.33,0.29,0.7,0.26,0.07,0.44,0.78,0.18,0.16,0.71,0.43,0.57,0.79
werx.csv,0.85,0.15,0.98,0.02,0.73,0.46,0.47,0.37,0.31,0.55,0.19,0.08,0.33,0.72,0.23,0.21,0.87,0.6,0.56,0.97
zealos.csv,0.3,0.29,0.67,0.0,0.14,0.29,0.57,0.26,0.38,0.39,0.17,0.0,0.0,0.21,0.06,0.0,0.44,0.13,0.21,0.02
