,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,dataobjectsdotnet.csv,loki-lib.csv,gnome-jabber.csv
avifile.csv,0.07,0.96,0.02,0.0,0.15,0.49,0.09,0.42,0.43,0.55,0.38,0.09,0.42,0.33,0.68,0.14,0.28,0.49,0.17,0.55
baadengine.csv,0.72,0.35,0.21,0.67,0.57,0.18,0.0,0.55,0.0,0.73,0.61,0.17,0.27,0.45,0.82,0.17,0.69,0.5,0.0,0.0
bibedt.csv,0.19,0.48,0.0,0.81,0.5,0.67,0.73,0.44,0.63,0.32,0.64,0.5,0.71,0.48,0.3,0.28,0.36,0.42,0.38,0.2
cascading.csv,0.69,0.41,0.0,0.87,0.64,0.66,0.7,0.58,0.62,0.65,0.68,0.42,0.71,0.7,0.56,0.49,0.7,0.49,0.43,0.1
dataobjectsdotnet.csv,0.48,0.29,0.0,0.9,0.45,0.15,0.79,0.6,0.22,0.09,0.69,0.0,0.61,0.33,0.63,0.47,0.46,0.61,0.6,0.0
gnome-jabber.csv,0.5,0.22,0.46,0.0,0.62,0.39,0.57,0.61,0.56,0.24,0.63,0.51,0.51,0.63,0.8,0.59,0.67,0.57,0.59,0.63
gogoego.csv,0.39,0.0,0.0,0.92,0.48,0.32,0.77,0.52,0.42,0.74,0.53,0.53,0.59,0.54,0.64,0.36,0.63,0.43,0.28,0.53
httpcontentparser.csv,0.33,0.23,0.33,0.0,0.59,0.05,0.09,0.53,0.51,0.12,0.72,0.44,0.52,0.52,0.57,0.46,0.5,0.42,0.38,0.02
impala.csv,0.05,0.69,0.1,0.83,0.52,0.63,0.47,0.42,0.46,0.16,0.57,0.0,0.44,0.38,0.05,0.62,0.11,0.22,0.38,0.45
jaxlib.csv,0.33,0.23,0.27,0.0,0.59,0.57,0.52,0.61,0.21,0.54,0.62,0.99,0.54,0.68,0.18,0.35,0.53,0.31,0.42,0.06
jgameai.csv,0.13,0.72,0.11,0.0,0.24,0.52,0.0,0.29,0.18,0.34,0.37,0.75,0.42,0.43,0.23,0.4,0.4,0.12,0.34,0.48
jhotdraw.csv,0.53,0.57,0.57,0.75,0.26,0.56,0.0,0.29,0.59,0.37,0.34,0.5,0.23,0.26,0.45,0.35,0.6,0.54,0.2,0.18
loki-lib.csv,0.28,0.43,0.0,0.47,0.57,0.39,0.33,0.55,0.59,0.64,0.53,0.48,0.61,0.58,0.45,0.39,0.31,0.49,0.7,0.0
patterntesting.csv,0.0,0.2,0.0,0.05,0.5,0.13,0.13,0.13,0.44,0.69,0.13,0.17,0.5,0.46,0.13,0.45,0.24,0.37,0.51,0.52
pokeglobal.csv,0.24,0.47,0.0,0.95,0.72,0.3,0.0,0.49,0.38,0.67,0.57,0.0,0.0,0.41,0.49,0.67,0.47,0.61,0.55,0.04
snakeyaml.csv,0.38,0.23,0.17,0.91,0.36,0.31,0.47,0.37,0.67,0.42,0.69,0.8,0.0,0.45,0.72,0.23,0.33,0.33,0.12,0.28
unflobtactical.csv,0.71,0.55,0.0,0.65,0.61,0.36,0.38,0.52,0.53,0.81,0.72,0.5,0.68,0.76,0.37,0.44,0.61,0.43,0.58,0.65
werx.csv,0.05,0.45,0.97,0.0,0.13,0.09,0.0,0.26,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.17,0.13,0.0,0.0,0.0
zealos.csv,0.21,0.45,0.54,0.0,0.09,0.27,0.69,0.31,0.45,0.31,0.18,0.0,0.0,0.13,0.05,0.0,0.33,0.1,0.17,0.01
